,Sensor_ID,Hour,Count,Average,Latitude,Longitude,Name
266,46,19,150396,10742.57142857143,-37.80240719,144.9615673,Pelham St (South)
267,46,16,247599,17685.64285714286,-37.80240719,144.9615673,Pelham St (South)
268,46,20,111207,7943.357142857143,-37.80240719,144.9615673,Pelham St (South)
269,46,10,215899,15421.357142857143,-37.80240719,144.9615673,Pelham St (South)
270,46,21,88520,6322.857142857143,-37.80240719,144.9615673,Pelham St (South)
271,46,22,63705,4550.357142857143,-37.80240719,144.9615673,Pelham St (South)
272,46,23,43255,3089.6428571428573,-37.80240719,144.9615673,Pelham St (South)
273,46,0,21659,1547.0714285714287,-37.80240719,144.9615673,Pelham St (South)
274,46,1,9982,713.0,-37.80240719,144.9615673,Pelham St (South)
275,46,14,265028,18930.571428571428,-37.80240719,144.9615673,Pelham St (South)
276,46,2,5403,385.92857142857144,-37.80240719,144.9615673,Pelham St (South)
277,46,3,3874,276.7142857142857,-37.80240719,144.9615673,Pelham St (South)
278,46,4,4838,345.57142857142856,-37.80240719,144.9615673,Pelham St (South)
279,46,5,9611,686.5,-37.80240719,144.9615673,Pelham St (South)
280,46,6,26516,1894.0,-37.80240719,144.9615673,Pelham St (South)
281,46,7,72547,5181.928571428572,-37.80240719,144.9615673,Pelham St (South)
282,46,8,212775,15198.214285714286,-37.80240719,144.9615673,Pelham St (South)
283,46,9,243010,17357.85714285714,-37.80240719,144.9615673,Pelham St (South)
284,46,11,231656,16546.85714285714,-37.80240719,144.9615673,Pelham St (South)
285,46,12,360494,25749.571428571428,-37.80240719,144.9615673,Pelham St (South)
286,46,13,376502,26893.0,-37.80240719,144.9615673,Pelham St (South)
287,46,15,231901,16564.35714285714,-37.80240719,144.9615673,Pelham St (South)
288,47,17,3398263,242733.07142857142,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
289,47,18,2714172,193869.42857142858,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
290,47,19,2085102,148935.85714285713,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
291,47,16,3148629,224902.07142857142,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
292,47,20,1603089,114506.35714285714,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
293,47,10,1714871,122490.78571428571,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
294,47,21,1274168,91012.0,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
295,47,22,895922,63994.42857142857,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
296,47,23,607909,43422.07142857143,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
297,47,0,365873,26133.785714285714,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
298,47,1,241908,17279.14285714286,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
299,47,14,3084344,220310.2857142857,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
300,47,2,154276,11019.714285714286,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
301,47,3,127612,9115.142857142857,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
302,47,4,97173,6940.928571428572,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
303,47,5,134743,9624.5,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
304,47,6,288918,20637.0,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
305,47,7,610770,43626.42857142857,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
306,47,8,1253696,89549.71428571429,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
307,47,9,1407188,100513.42857142857,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
308,47,11,2242701,160192.92857142858,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
309,47,12,3103684,221691.7142857143,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
310,47,13,3406745,243338.92857142858,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
311,47,15,3065462,218961.57142857142,-37.81160332,144.96220077,Melbourne Central-Elizabeth St (East)
312,48,17,573769,40983.5,-37.80631581,144.95866697,QVM-Queen St (East)
313,48,18,557888,39849.142857142855,-37.80631581,144.95866697,QVM-Queen St (East)
314,48,19,478987,34213.357142857145,-37.80631581,144.95866697,QVM-Queen St (East)
315,48,16,557166,39797.57142857143,-37.80631581,144.95866697,QVM-Queen St (East)
316,48,20,376936,26924.0,-37.80631581,144.95866697,QVM-Queen St (East)
317,48,10,611328,43666.28571428572,-37.80631581,144.95866697,QVM-Queen St (East)
318,48,21,290988,20784.85714285714,-37.80631581,144.95866697,QVM-Queen St (East)
319,48,22,198705,14193.214285714286,-37.80631581,144.95866697,QVM-Queen St (East)
320,48,23,113877,8134.071428571428,-37.80631581,144.95866697,QVM-Queen St (East)
321,48,0,62153,4439.5,-37.80631581,144.95866697,QVM-Queen St (East)
322,48,1,39291,2806.5,-37.80631581,144.95866697,QVM-Queen St (East)
323,48,14,811056,57932.57142857143,-37.80631581,144.95866697,QVM-Queen St (East)
324,48,2,25513,1822.357142857143,-37.80631581,144.95866697,QVM-Queen St (East)
325,48,3,19978,1427.0,-37.80631581,144.95866697,QVM-Queen St (East)
326,48,4,16944,1210.2857142857142,-37.80631581,144.95866697,QVM-Queen St (East)
327,48,5,33797,2414.0714285714284,-37.80631581,144.95866697,QVM-Queen St (East)
328,48,6,84451,6032.214285714285,-37.80631581,144.95866697,QVM-Queen St (East)
329,48,7,191349,13667.785714285714,-37.80631581,144.95866697,QVM-Queen St (East)
330,48,8,359449,25674.928571428572,-37.80631581,144.95866697,QVM-Queen St (East)
331,48,9,460825,32916.07142857143,-37.80631581,144.95866697,QVM-Queen St (East)
332,48,11,767438,54817.0,-37.80631581,144.95866697,QVM-Queen St (East)
333,48,12,930096,66435.42857142857,-37.80631581,144.95866697,QVM-Queen St (East)
334,48,13,936400,66885.71428571429,-37.80631581,144.95866697,QVM-Queen St (East)
335,48,15,694704,49621.71428571428,-37.80631581,144.95866697,QVM-Queen St (East)
336,49,17,300210,21443.571428571428,-37.80730068,144.95956055,QVM-Therry St (South)
337,49,18,321383,22955.928571428572,-37.80730068,144.95956055,QVM-Therry St (South)
338,49,19,317152,22653.714285714286,-37.80730068,144.95956055,QVM-Therry St (South)
339,49,16,317826,22701.85714285714,-37.80730068,144.95956055,QVM-Therry St (South)
340,49,20,288502,20607.285714285714,-37.80730068,144.95956055,QVM-Therry St (South)
341,49,10,444274,31733.85714285714,-37.80730068,144.95956055,QVM-Therry St (South)
342,49,21,240481,17177.214285714286,-37.80730068,144.95956055,QVM-Therry St (South)
343,49,22,195936,13995.42857142857,-37.80730068,144.95956055,QVM-Therry St (South)
344,49,23,166259,11875.642857142857,-37.80730068,144.95956055,QVM-Therry St (South)
345,49,0,130595,9328.214285714286,-37.80730068,144.95956055,QVM-Therry St (South)
346,49,1,103038,7359.857142857143,-37.80730068,144.95956055,QVM-Therry St (South)
347,49,14,543942,38853.0,-37.80730068,144.95956055,QVM-Therry St (South)
348,49,2,78633,5616.642857142857,-37.80730068,144.95956055,QVM-Therry St (South)
