ogc_fid,Longitude,x_coordinate_address,x_coordinate_zip,property_id,street_name,x_coordinate_city,census_year,Latitude,parking_type,block_id,clue_small_area,parking_spaces,base_property_id,x_coordinate_state,FID,Area of Interest
92463,144.959018,,,101050,216 Berkeley Street,,2017,-37.80041615,Private,240,Carlton,5,101050,,com_clue_offstreet_car_parking_2017.92463,Off Street Parking
91851,144.9446758,,,557299,111 Lothian Street,,2017,-37.8005999,Residential,335,North Melbourne,1,557299,,com_clue_offstreet_car_parking_2017.91851,Off Street Parking
91852,144.9459046,,,109738,431 Victoria Street,,2017,-37.80508185,Residential,405,West Melbourne (Residential),2,109738,,com_clue_offstreet_car_parking_2017.91852,Off Street Parking
91853,144.9558049,,,107301,171 Park Drive,,2017,-37.79379731,Residential,923,Parkville,2,107301,,com_clue_offstreet_car_parking_2017.91853,Off Street Parking
91857,144.9544611,,,535392,3 Walsh Street,,2017,-37.80809688,Residential,436,West Melbourne (Residential),1,535392,,com_clue_offstreet_car_parking_2017.91857,Off Street Parking
91858,144.9666278,,,106369,41-45 MacKenzie Street,,2017,-37.80790661,Private,97,Melbourne (CBD),22,106369,,com_clue_offstreet_car_parking_2017.91858,Off Street Parking
91863,144.9597768,,,108054,40-56 Queens Bridge Street,,2017,-37.8238538,Private,807,Southbank,200,108054,,com_clue_offstreet_car_parking_2017.91863,Off Street Parking
91864,144.9892349,,,109595,14 Vale Street South,,2017,-37.81916832,Residential,657,East Melbourne,2,109595,,com_clue_offstreet_car_parking_2017.91864,Off Street Parking
91865,144.9569145,,,106745,21 Morrah Street,,2017,-37.79597654,Residential,916,Parkville,1,106745,,com_clue_offstreet_car_parking_2017.91865,Off Street Parking
91868,144.9608162,,,104101,58-64 Franklin Street,,2017,-37.80741949,Residential,115,Melbourne (CBD),109,104101,,com_clue_offstreet_car_parking_2017.91868,Off Street Parking
91869,144.9722943,,,107162,75-81 Palmerston Street,,2017,-37.79684863,Residential,224,Carlton,10,107162,,com_clue_offstreet_car_parking_2017.91869,Off Street Parking
91870,144.9850115,,,104344,132 Gipps Street,,2017,-37.81259705,Residential,615,East Melbourne,1,104344,,com_clue_offstreet_car_parking_2017.91870,Off Street Parking
91871,144.9541185,,,109210,20-24 Park Drive,,2017,-37.79641804,Residential,918,Parkville,1,109210,,com_clue_offstreet_car_parking_2017.91871,Off Street Parking
91872,144.9473806,,,107979,600-602 Queensberry Street,,2017,-37.80255368,Residential,333,North Melbourne,1,107979,,com_clue_offstreet_car_parking_2017.91872,Off Street Parking
91873,144.9630189,,,105746,183-265 La Trobe Street,,2017,-37.81073331,Commercial,85,Melbourne (CBD),722,105746,,com_clue_offstreet_car_parking_2017.91873,Off Street Parking
91874,144.9718354,,,108990,209-227 Spring Street,,2017,-37.80990475,Private,68,Melbourne (CBD),94,108990,,com_clue_offstreet_car_parking_2017.91874,Off Street Parking
91876,144.9555843,,,107486,85-87 Peel Street,,2017,-37.80619737,Residential,435,West Melbourne (Residential),2,107486,,com_clue_offstreet_car_parking_2017.91876,Off Street Parking
91877,144.9525171,,,105112,16-32 Jeffcott Street,,2017,-37.81132197,Residential,101,West Melbourne (Residential),46,105112,,com_clue_offstreet_car_parking_2017.91877,Off Street Parking
91882,144.9471768,,,108346,151-157 Roden Street,,2017,-37.80866294,Private,427,West Melbourne (Residential),18,108346,,com_clue_offstreet_car_parking_2017.91882,Off Street Parking
91884,144.9540343,,,535384,19 Walsh Street,,2017,-37.80822168,Residential,436,West Melbourne (Residential),1,535384,,com_clue_offstreet_car_parking_2017.91884,Off Street Parking
91888,144.9469158,,,106562,11 Austin Place,,2017,-37.80635784,Residential,406,West Melbourne (Residential),3,106562,,com_clue_offstreet_car_parking_2017.91888,Off Street Parking
91889,144.9548656,,,109221,72 Story Street,,2017,-37.79647012,Residential,918,Parkville,2,109221,,com_clue_offstreet_car_parking_2017.91889,Off Street Parking
91890,144.9674763,,,107560,56 Pelham Street,,2017,-37.80265646,Residential,247,Carlton,2,107560,,com_clue_offstreet_car_parking_2017.91890,Off Street Parking
91891,144.957327,,,103780,96 Fitzgibbon Street,,2017,-37.79377083,Residential,911,Parkville,1,103780,,com_clue_offstreet_car_parking_2017.91891,Off Street Parking
91893,144.9502584,,,578096,715-727 Bourke Street,,2017,-37.81864992,Commercial,1105,Docklands,300,578096,,com_clue_offstreet_car_parking_2017.91893,Off Street Parking
91895,144.9465494,,,103360,42-48 Elm Street,,2017,-37.80353446,Residential,343,North Melbourne,2,103360,,com_clue_offstreet_car_parking_2017.91895,Off Street Parking
91896,144.9450855,,,102905,402 Dryburgh Street,,2017,-37.79591546,Residential,307,North Melbourne,1,102905,,com_clue_offstreet_car_parking_2017.91896,Off Street Parking
91903,144.9455788,,,108414,298-302 Rosslyn Street,,2017,-37.81086961,Private,429,West Melbourne (Residential),2,108414,,com_clue_offstreet_car_parking_2017.91903,Off Street Parking
91904,144.9866371,,,104957,111 Hotham Street,,2017,-37.81461498,Residential,608,East Melbourne,2,104957,,com_clue_offstreet_car_parking_2017.91904,Off Street Parking
91905,144.9477937,,,109014,123-125 Stanley Street,,2017,-37.8093758,Residential,430,West Melbourne (Residential),10,109014,,com_clue_offstreet_car_parking_2017.91905,Off Street Parking
91906,144.9424933,,,108699,60 Shiel Street,,2017,-37.79611207,Residential,318,North Melbourne,1,108699,,com_clue_offstreet_car_parking_2017.91906,Off Street Parking
91907,144.9880523,,,108754,127-135 Simpson Street,,2017,-37.8128406,Residential,610,East Melbourne,11,108754,,com_clue_offstreet_car_parking_2017.91907,Off Street Parking
91908,144.9545124,,,107347,26-30 Park Drive,,2017,-37.79616743,Residential,918,Parkville,10,107347,,com_clue_offstreet_car_parking_2017.91908,Off Street Parking
91910,144.9566149,,,512824,26-30 Morrah Street,,2017,-37.79543975,Residential,914,Parkville,1,512824,,com_clue_offstreet_car_parking_2017.91910,Off Street Parking
91912,144.9485939,,,104711,13-25 Hawke Street,,2017,-37.80609472,Private,420,West Melbourne (Residential),16,104711,,com_clue_offstreet_car_parking_2017.91912,Off Street Parking
91914,144.9452168,,,100237,218A Adderley Street,,2017,-37.80806432,Residential,415,West Melbourne (Residential),1,100237,,com_clue_offstreet_car_parking_2017.91914,Off Street Parking
91915,144.9862894,,,107662,132 Powlett Street,,2017,-37.81248637,Residential,610,East Melbourne,2,107662,,com_clue_offstreet_car_parking_2017.91915,Off Street Parking
91916,144.9626782,,,110366,157-165 City Road,,2017,-37.82425012,Residential,810,Southbank,209,110366,,com_clue_offstreet_car_parking_2017.91916,Off Street Parking
91917,144.98863,,,104238,49 George Street,,2017,-37.8158364,Residential,606,East Melbourne,2,104238,,com_clue_offstreet_car_parking_2017.91917,Off Street Parking
91918,144.9707325,,,603923,32-54 Lonsdale Street,,2017,-37.8091842,Commercial,78,Melbourne (CBD),126,580091,,com_clue_offstreet_car_parking_2017.91918,Off Street Parking
91919,144.9566074,,,103778,67 Fitzgibbon Street,,2017,-37.79466152,Residential,914,Parkville,1,103778,,com_clue_offstreet_car_parking_2017.91919,Off Street Parking
91922,144.9595167,,,110372,43-47 Clarke Street,,2017,-37.82686934,Residential,734,Southbank,269,110372,,com_clue_offstreet_car_parking_2017.91922,Off Street Parking
91923,144.9873086,,,100275,66-68 Airlie Street,,2017,-37.83134491,Residential,857,South Yarra,1,100275,,com_clue_offstreet_car_parking_2017.91923,Off Street Parking
91925,144.9565061,,,109243,24-26 Story Street,,2017,-37.79666582,Residential,917,Parkville,2,109243,,com_clue_offstreet_car_parking_2017.91925,Off Street Parking
91927,144.9438818,,,100220,257 Adderley Street,,2017,-37.80815317,Residential,416,West Melbourne (Residential),1,100220,,com_clue_offstreet_car_parking_2017.91927,Off Street Parking
91929,144.9409507,,,624195,26A Mark Street,,2017,-37.79371364,Residential,2389,North Melbourne,1,624195,,com_clue_offstreet_car_parking_2017.91929,Off Street Parking
91932,144.9523782,,,623557,2 Clarendon Street,,2017,-37.82539976,Commercial,804,Southbank,1696,110484,,com_clue_offstreet_car_parking_2017.91932,Off Street Parking
91934,144.9523782,,,630298,30 Convention Centre Place,,2017,-37.82539976,Private,804,Southbank,121,110484,,com_clue_offstreet_car_parking_2017.91934,Off Street Parking
91938,144.9428526,,,101379,38 Canning Street,,2017,-37.79566342,Residential,306,North Melbourne,1,101379,,com_clue_offstreet_car_parking_2017.91938,Off Street Parking
91940,144.9671858,,,107540,53-75 Pelham Street,,2017,-37.80324285,Residential,252,Carlton,46,107540,,com_clue_offstreet_car_parking_2017.91940,Off Street Parking
91941,144.9548013,,,557199,12 Capel Place,,2017,-37.80416992,Residential,357,North Melbourne,2,557199,,com_clue_offstreet_car_parking_2017.91941,Off Street Parking
91946,144.9539766,,,107265,75 Park Drive,,2017,-37.79575158,Residential,922,Parkville,1,107265,,com_clue_offstreet_car_parking_2017.91946,Off Street Parking
91948,144.9669874,,,104778,62-68 Hayward Lane,,2017,-37.80910976,Residential,87,Melbourne (CBD),5,104778,,com_clue_offstreet_car_parking_2017.91948,Off Street Parking
91949,144.9701333,,,108203,425-469 Rathdowne Street,,2017,-37.79563143,Private,213,Carlton,26,108203,,com_clue_offstreet_car_parking_2017.91949,Off Street Parking
91950,144.9687568,,,102744,236 Drummond Street,,2017,-37.80057227,Residential,219,Carlton,1,102744,,com_clue_offstreet_car_parking_2017.91950,Off Street Parking
91951,144.9497333,,,101857,30 Chapman Street,,2017,-37.79678053,Residential,353,North Melbourne,1,101857,,com_clue_offstreet_car_parking_2017.91951,Off Street Parking
91953,144.9465421,,,107969,630 Queensberry Street,,2017,-37.80246065,Private,333,North Melbourne,1,107969,,com_clue_offstreet_car_parking_2017.91953,Off Street Parking
91954,144.9639453,,,109366,127-135 Pelham Street,,2017,-37.80276989,Residential,255,Carlton,4,109366,,com_clue_offstreet_car_parking_2017.91954,Off Street Parking
91955,144.9658228,,,101622,411-415 Cardigan Street,,2017,-37.79641576,Residential,203,Carlton,4,101622,,com_clue_offstreet_car_parking_2017.91955,Off Street Parking
91957,144.9535531,,,674546,21-39 Rose Lane,,2017,-37.8153588,Private,61,Melbourne (CBD),66,105718,,com_clue_offstreet_car_parking_2017.91957,Off Street Parking
91958,144.9822638,,,109652,298-336 Victoria Parade,,2017,-37.8094576,Commercial,620,East Melbourne,350,109652,,com_clue_offstreet_car_parking_2017.91958,Off Street Parking
91960,144.9687576,,,102750,206 Drummond Street,,2017,-37.8015739,Private,248,Carlton,5,102750,,com_clue_offstreet_car_parking_2017.91960,Off Street Parking
91964,144.9704933,,,100772,158-162 Barkly Street,,2017,-37.80018731,Residential,220,Carlton,2,100772,,com_clue_offstreet_car_parking_2017.91964,Off Street Parking
91966,144.9745784,,,109130,84 Station Street,,2017,-37.79564897,Residential,232,Carlton,1,109130,,com_clue_offstreet_car_parking_2017.91966,Off Street Parking
91973,144.9536462,,,107257,53 Park Drive,,2017,-37.79612207,Residential,922,Parkville,1,107257,,com_clue_offstreet_car_parking_2017.91973,Off Street Parking
91977,144.9368625,,,637407,154 Lorimer Street,,2017,-37.82273459,Residential,773,Docklands,2,637407,,com_clue_offstreet_car_parking_2017.91977,Off Street Parking
91978,144.9778946,,,109660,180-184 Victoria Parade,,2017,-37.80895362,Residential,646,East Melbourne,4,109660,,com_clue_offstreet_car_parking_2017.91978,Off Street Parking
91979,144.9547732,,,110259,36-48 Wreckyn Street,,2017,-37.80037745,Private,376,North Melbourne,25,110259,,com_clue_offstreet_car_parking_2017.91979,Off Street Parking
91980,144.9536598,,,105023,117 Howard Street,,2017,-37.80430565,Residential,356,North Melbourne,1,105023,,com_clue_offstreet_car_parking_2017.91980,Off Street Parking
91981,144.9865138,,,107656,156 Powlett Street,,2017,-37.81057694,Residential,612,East Melbourne,2,107656,,com_clue_offstreet_car_parking_2017.91981,Off Street Parking
91982,144.9463743,,,107934,631 Queensberry Street,,2017,-37.80293128,Residential,343,North Melbourne,1,107934,,com_clue_offstreet_car_parking_2017.91982,Off Street Parking
91983,144.9436126,,,108711,30 Shiel Street,,2017,-37.79688155,Residential,318,North Melbourne,8,108711,,com_clue_offstreet_car_parking_2017.91983,Off Street Parking
91984,144.9680303,,,102769,64-68 Drummond Street,,2017,-37.80536357,Private,268,Carlton,2,102769,,com_clue_offstreet_car_parking_2017.91984,Off Street Parking
91986,144.9896475,,,104300,20-22 George Street,,2017,-37.81543985,Residential,605,East Melbourne,3,104300,,com_clue_offstreet_car_parking_2017.91986,Off Street Parking
91987,144.9782701,,,105121,133-143 Jolimont Road,,2017,-37.81796562,Private,655,East Melbourne,26,105121,,com_clue_offstreet_car_parking_2017.91987,Off Street Parking
91989,144.937701,,,627693,3 Foundry Way,,2017,-37.82290744,Residential,773,Docklands,2,627693,,com_clue_offstreet_car_parking_2017.91989,Off Street Parking
91991,144.9480368,,,102345,85-87 Curzon Street,,2017,-37.80193198,Private,332,North Melbourne,4,102345,,com_clue_offstreet_car_parking_2017.91991,Off Street Parking
91992,144.9884474,,,109980,45 Wellington Parade South,,2017,-37.81762826,Residential,657,East Melbourne,2,109980,,com_clue_offstreet_car_parking_2017.91992,Off Street Parking
91993,144.9387115,,,617396,41-61 Boundary Road,,2017,-37.79407351,Private,2390,North Melbourne,25,617396,,com_clue_offstreet_car_parking_2017.91993,Off Street Parking
91994,144.9731186,,,101500,50 Canning Street,,2017,-37.79824681,Residential,234,Carlton,1,101500,,com_clue_offstreet_car_parking_2017.91994,Off Street Parking
91998,144.9730713,,,101503,44 Canning Street,,2017,-37.79842885,Residential,234,Carlton,1,101503,,com_clue_offstreet_car_parking_2017.91998,Off Street Parking
92000,144.9509457,,,101865,4 Chapman Street,,2017,-37.79789802,Residential,380,North Melbourne,1,101865,,com_clue_offstreet_car_parking_2017.92000,Off Street Parking
92001,144.9896488,,,104231,11-15 George Street,,2017,-37.81601588,Residential,606,East Melbourne,2,104231,,com_clue_offstreet_car_parking_2017.92001,Off Street Parking
92002,144.9516391,,,533748,12 Prout Lane,,2017,-37.80583269,Residential,424,West Melbourne (Residential),4,533748,,com_clue_offstreet_car_parking_2017.92002,Off Street Parking
92004,144.9588156,,,100445,21-23 Anthony Street,,2017,-37.8090586,Residential,104,Melbourne (CBD),5,100445,,com_clue_offstreet_car_parking_2017.92004,Off Street Parking
92005,144.9638432,,,110745,329-333 Swanston Street,,2017,-37.81056672,Private,85,Melbourne (CBD),1,109310,,com_clue_offstreet_car_parking_2017.92005,Off Street Parking
92011,144.9583339,,,102119,468-478 Collins Street,,2017,-37.81753764,Private,32,Melbourne (CBD),35,102119,,com_clue_offstreet_car_parking_2017.92011,Off Street Parking
92014,144.9679922,,,102772,58 Drummond Street,,2017,-37.80558525,Residential,268,Carlton,2,102772,,com_clue_offstreet_car_parking_2017.92014,Off Street Parking
92016,144.9856517,,,107641,139-143 Powlett Street,,2017,-37.81209597,Residential,615,East Melbourne,2,107641,,com_clue_offstreet_car_parking_2017.92016,Off Street Parking
92018,144.9871344,,,104326,101-107 Gipps Street,,2017,-37.81346544,Residential,609,East Melbourne,14,104326,,com_clue_offstreet_car_parking_2017.92018,Off Street Parking
92019,144.9787048,,,100353,372-380 Albert Street,,2017,-37.80963919,Private,621,East Melbourne,61,100353,,com_clue_offstreet_car_parking_2017.92019,Off Street Parking
92020,144.985737,,,108668,20-22 St Leonards Court,,2017,-37.82956418,Residential,853,South Yarra,6,108668,,com_clue_offstreet_car_parking_2017.92020,Off Street Parking
92022,144.9744152,,,100738,1-25 Barkly Street,,2017,-37.79853888,Residential,235,Carlton,50,100738,,com_clue_offstreet_car_parking_2017.92022,Off Street Parking
92024,144.941564,,,560005,375-381 Docklands Drive,,2017,-37.81376243,Commercial,1109,Docklands,50,560005,,com_clue_offstreet_car_parking_2017.92024,Off Street Parking
92026,144.9488384,,,110852,59 Jones Place,,2017,-37.80636458,Residential,420,West Melbourne (Residential),1,110852,,com_clue_offstreet_car_parking_2017.92026,Off Street Parking
92030,144.9445086,,,109749,463 Victoria Street,,2017,-37.80492389,Residential,404,West Melbourne (Residential),1,109749,,com_clue_offstreet_car_parking_2017.92030,Off Street Parking
92031,144.9576396,,,110400,322-332 City Road,,2017,-37.82758062,Private,730,Southbank,9,110400,,com_clue_offstreet_car_parking_2017.92031,Off Street Parking
92034,144.9463968,,,103345,25 Elm Street,,2017,-37.80400671,Residential,344,North Melbourne,2,103345,,com_clue_offstreet_car_parking_2017.92034,Off Street Parking
92035,144.9544458,,,109215,84 Story Street,,2017,-37.79641899,Residential,918,Parkville,2,109215,,com_clue_offstreet_car_parking_2017.92035,Off Street Parking
92038,144.9895299,,,104232,17-19 George Street,,2017,-37.81602718,Residential,606,East Melbourne,2,104232,,com_clue_offstreet_car_parking_2017.92038,Off Street Parking
92039,144.9621859,,,590044,181-187 City Road,,2017,-37.82476189,Residential,810,Southbank,320,576746,,com_clue_offstreet_car_parking_2017.92039,Off Street Parking
92041,144.9534689,,,638786,27 Courtney Street,,2017,-37.80224679,Residential,367,North Melbourne,81,102203,,com_clue_offstreet_car_parking_2017.92041,Off Street Parking
92042,144.9491391,,,108402,50 Roden Street,,2017,-37.80645026,Residential,420,West Melbourne (Residential),1,108402,,com_clue_offstreet_car_parking_2017.92042,Off Street Parking
92043,144.9851583,,,104535,94-106 Grey Street,,2017,-37.81142373,Commercial,614,East Melbourne,450,104535,,com_clue_offstreet_car_parking_2017.92043,Off Street Parking
92044,144.9872674,,,102033,4 Clowes Street,,2017,-37.83067274,Residential,854,South Yarra,1,102033,,com_clue_offstreet_car_parking_2017.92044,Off Street Parking
92045,144.952953,,,108601,13 St Andrews Street,,2017,-37.8040964,Residential,356,North Melbourne,1,108601,,com_clue_offstreet_car_parking_2017.92045,Off Street Parking
92046,144.9493084,,,501647,68-74 Arden Street,,2017,-37.80061346,Residential,348,North Melbourne,2,501647,,com_clue_offstreet_car_parking_2017.92046,Off Street Parking
92047,144.9368896,,,593976,138-140 Langford Street,,2017,-37.79584012,Private,309,North Melbourne,2,593976,,com_clue_offstreet_car_parking_2017.92047,Off Street Parking
92048,144.9595106,,,103999,1-13 William Street,,2017,-37.81943285,Private,12,Melbourne (CBD),107,103999,,com_clue_offstreet_car_parking_2017.92048,Off Street Parking
92049,144.956276,,,107518,219-237 Peel Street,,2017,-37.80238765,Residential,365,North Melbourne,19,107518,,com_clue_offstreet_car_parking_2017.92049,Off Street Parking
92056,144.9411967,,,618854,380-394 Docklands Drive,,2017,-37.81308483,Private,1110,Docklands,230,618854,,com_clue_offstreet_car_parking_2017.92056,Off Street Parking
92059,144.9436371,,,102932,114 Dryburgh Street,,2017,-37.80394452,Residential,341,North Melbourne,1,102932,,com_clue_offstreet_car_parking_2017.92059,Off Street Parking
92062,144.9632342,,,104456,169 Grattan Street,,2017,-37.80057593,Private,243,Carlton,2,104456,,com_clue_offstreet_car_parking_2017.92062,Off Street Parking
92065,144.9651925,,,565100,114-118 Cardigan Street,,2017,-37.80392916,Private,254,Carlton,14,565100,,com_clue_offstreet_car_parking_2017.92065,Off Street Parking
92066,144.98056,,,109654,256-278 Victoria Parade,,2017,-37.80925859,Private,621,East Melbourne,30,109654,,com_clue_offstreet_car_parking_2017.92066,Off Street Parking
92067,144.9728748,,,101418,115-117 Canning Street,,2017,-37.79613692,Residential,225,Carlton,2,101418,,com_clue_offstreet_car_parking_2017.92067,Off Street Parking
92068,144.9483135,,,104715,33 Hawke Street,,2017,-37.80633799,Residential,420,West Melbourne (Residential),1,104715,,com_clue_offstreet_car_parking_2017.92068,Off Street Parking
92071,144.9657034,,,587670,180 Lonsdale Street,,2017,-37.810658,Private,76,Melbourne (CBD),132,105749,,com_clue_offstreet_car_parking_2017.92071,Off Street Parking
92074,144.9599631,,,502500,56 Barry Street,,2017,-37.8027216,Residential,258,Carlton,2,502500,,com_clue_offstreet_car_parking_2017.92074,Off Street Parking
92075,144.9890599,,,108776,138 Simpson Street,,2017,-37.81164385,Residential,602,East Melbourne,1,108776,,com_clue_offstreet_car_parking_2017.92075,Off Street Parking
92078,144.9515076,,,109805,442 Victoria Street,,2017,-37.80507288,Residential,355,North Melbourne,2,109805,,com_clue_offstreet_car_parking_2017.92078,Off Street Parking
92079,144.9636423,,,109330,743-751 Swanston Street,,2017,-37.8006201,Residential,243,Carlton,2,109330,,com_clue_offstreet_car_parking_2017.92079,Off Street Parking
92081,144.9521576,,,100458,7-15 Arden Street,,2017,-37.8015803,Private,368,North Melbourne,60,100458,,com_clue_offstreet_car_parking_2017.92081,Off Street Parking
92082,144.9676883,,,102655,165 Drummond Street,,2017,-37.80251014,Private,247,Carlton,8,102655,,com_clue_offstreet_car_parking_2017.92082,Off Street Parking
92084,144.9532342,,,106029,536-548 Little Lonsdale Street,,2017,-37.81359291,Residential,81,Melbourne (CBD),135,106029,,com_clue_offstreet_car_parking_2017.92084,Off Street Parking
92085,144.9477153,,,100670,2-4 Baillie Street,,2017,-37.80130211,Residential,331,North Melbourne,3,100670,,com_clue_offstreet_car_parking_2017.92085,Off Street Parking
92087,144.9856254,,,594750,201 Powlett Street,,2017,-37.81004657,Residential,613,East Melbourne,42,109643,,com_clue_offstreet_car_parking_2017.92087,Off Street Parking
92090,144.9564474,,,110107,269-275 William Street,,2017,-37.81270785,Private,82,Melbourne (CBD),7,110107,,com_clue_offstreet_car_parking_2017.92090,Off Street Parking
92091,144.946944,,,103339,9-11 Elm Street,,2017,-37.80407223,Residential,344,North Melbourne,2,103339,,com_clue_offstreet_car_parking_2017.92091,Off Street Parking
92093,144.9462943,,,100655,57 Baillie Street,,2017,-37.80152425,Residential,332,North Melbourne,1,100655,,com_clue_offstreet_car_parking_2017.92093,Off Street Parking
92094,144.9675303,,,107561,54 Pelham Street,,2017,-37.80266718,Residential,247,Carlton,2,107561,,com_clue_offstreet_car_parking_2017.92094,Off Street Parking
92095,144.9530968,,,110845,641-679 Collins Street,,2017,-37.81969578,Private,1101,Docklands,91,110845,,com_clue_offstreet_car_parking_2017.92095,Off Street Parking
92098,144.9576418,,,108469,77-83 Royal Parade,,2017,-37.79463977,Residential,915,Parkville,2,108469,,com_clue_offstreet_car_parking_2017.92098,Off Street Parking
92100,144.9484725,,,602858,2-48 Harbour Esplanade,,2017,-37.82183078,Private,1107,Docklands,30,602858,,com_clue_offstreet_car_parking_2017.92100,Off Street Parking
92101,144.9851545,,,104337,159 Gipps Street,,2017,-37.8131384,Residential,616,East Melbourne,1,104337,,com_clue_offstreet_car_parking_2017.92101,Off Street Parking
92106,144.9384556,,,627701,45 South Wharf Drive,,2017,-37.8228175,Residential,773,Docklands,2,627701,,com_clue_offstreet_car_parking_2017.92106,Off Street Parking
92107,144.9610348,,,105852,401-405 Little Bourke Street,,2017,-37.81403196,Private,54,Melbourne (CBD),12,105852,,com_clue_offstreet_car_parking_2017.92107,Off Street Parking
92108,144.9671892,,,111436,17-19 Drummond Place,,2017,-37.8038639,Residential,252,Carlton,2,111436,,com_clue_offstreet_car_parking_2017.92108,Off Street Parking
92111,144.9663268,,,104470,92-94 Grattan Street,,2017,-37.80042527,Private,206,Carlton,2,104470,,com_clue_offstreet_car_parking_2017.92111,Off Street Parking
92112,144.9532643,,,105469,460-462 La Trobe Street,,2017,-37.81239995,Residential,91,West Melbourne (Residential),2,105469,,com_clue_offstreet_car_parking_2017.92112,Off Street Parking
92113,144.9406684,,,624189,32A Mark Street,,2017,-37.79368238,Residential,2389,North Melbourne,1,624189,,com_clue_offstreet_car_parking_2017.92113,Off Street Parking
92114,144.9696531,,,108172,269 Rathdowne Street,,2017,-37.80040242,Residential,219,Carlton,1,108172,,com_clue_offstreet_car_parking_2017.92114,Off Street Parking
92115,144.9661174,,,101680,276 Cardigan Street,,2017,-37.79833987,Residential,207,Carlton,1,101680,,com_clue_offstreet_car_parking_2017.92115,Off Street Parking
92118,144.9815667,,,109982,81-85 Wellington Parade South,,2017,-37.81698548,Residential,656,East Melbourne,3,109982,,com_clue_offstreet_car_parking_2017.92118,Off Street Parking
92120,144.9728236,,,101884,14 Charles Street,,2017,-37.7945158,Residential,227,Carlton,1,101884,,com_clue_offstreet_car_parking_2017.92120,Off Street Parking
92122,144.9380702,,,100512,300 Arden Street,,2017,-37.79928029,Private,314,North Melbourne,6,100512,,com_clue_offstreet_car_parking_2017.92122,Off Street Parking
92123,144.969822,,,108179,297 Rathdowne Street,,2017,-37.79977635,Private,219,Carlton,2,108179,,com_clue_offstreet_car_parking_2017.92123,Off Street Parking
92124,144.9390232,,,627716,38 South Wharf Drive,,2017,-37.82259063,Residential,773,Docklands,2,627716,,com_clue_offstreet_car_parking_2017.92124,Off Street Parking
92127,144.9663396,,,109551,35 Tyne Street,,2017,-37.79799734,Residential,207,Carlton,1,109551,,com_clue_offstreet_car_parking_2017.92127,Off Street Parking
92132,144.9563263,,,103763,11 Fitzgibbon Street,,2017,-37.79642969,Residential,917,Parkville,1,103763,,com_clue_offstreet_car_parking_2017.92132,Off Street Parking
92134,144.9645604,,,101600,111 Cardigan Street,,2017,-37.80404849,Residential,255,Carlton,1,101600,,com_clue_offstreet_car_parking_2017.92134,Off Street Parking
92135,144.9407871,,,633674,13-33 Hartley Street,,2017,-37.82487416,Private,772,Docklands,100,633674,,com_clue_offstreet_car_parking_2017.92135,Off Street Parking
92137,144.9546296,,,110134,436 William Street,,2017,-37.80720296,Residential,434,West Melbourne (Residential),1,110134,,com_clue_offstreet_car_parking_2017.92137,Off Street Parking
92138,144.9900637,,,102403,24-26 Darling Street,,2017,-37.8128917,Residential,603,East Melbourne,2,102403,,com_clue_offstreet_car_parking_2017.92138,Off Street Parking
92140,144.9691326,,,102731,262-276 Drummond Street,,2017,-37.7998129,Residential,219,Carlton,62,102731,,com_clue_offstreet_car_parking_2017.92140,Off Street Parking
92141,144.9837003,,,104260,201 George Street,,2017,-37.81536297,Residential,618,East Melbourne,2,104260,,com_clue_offstreet_car_parking_2017.92141,Off Street Parking
92142,144.9651863,,,103048,1 Elgin Place,,2017,-37.79651216,Residential,203,Carlton,1,103048,,com_clue_offstreet_car_parking_2017.92142,Off Street Parking
92143,144.9644633,,,110803,4-6 Gibbons Place,,2017,-37.80390882,Residential,255,Carlton,2,110803,,com_clue_offstreet_car_parking_2017.92143,Off Street Parking
92144,144.9527051,,,101957,122 Chetwynd Street,,2017,-37.8048547,Residential,356,North Melbourne,1,101957,,com_clue_offstreet_car_parking_2017.92144,Off Street Parking
92147,144.9431458,,,106801,84 Munster Terrace,,2017,-37.80131891,Residential,336,North Melbourne,1,106801,,com_clue_offstreet_car_parking_2017.92147,Off Street Parking
92151,144.9408371,,,601814,387-395 Docklands Drive,,2017,-37.81401983,Commercial,1109,Docklands,75,601814,,com_clue_offstreet_car_parking_2017.92151,Off Street Parking
92153,144.9423753,,,111378,79-81 Munster Terrace,,2017,-37.80169633,Private,337,North Melbourne,4,111378,,com_clue_offstreet_car_parking_2017.92153,Off Street Parking
92156,144.967766,,,104476,52-56 Grattan Street,,2017,-37.80051485,Residential,218,Carlton,2,104476,,com_clue_offstreet_car_parking_2017.92156,Off Street Parking
92158,144.960166,,,103229,453-459 Elizabeth Street,,2017,-37.80845845,Residential,104,Melbourne (CBD),7,103229,,com_clue_offstreet_car_parking_2017.92158,Off Street Parking
92159,144.9556127,,,110476,72-80 Haig Street,,2017,-37.82790415,Commercial,729,Southbank,200,110476,,com_clue_offstreet_car_parking_2017.92159,Off Street Parking
92160,144.9537777,,,109940,23 Walsh Street,,2017,-37.80832321,Private,439,West Melbourne (Residential),2,109940,,com_clue_offstreet_car_parking_2017.92160,Off Street Parking
92161,144.9885541,,,104104,9-11 Garden Avenue,,2017,-37.81608167,Private,606,East Melbourne,4,104104,,com_clue_offstreet_car_parking_2017.92161,Off Street Parking
