ogc_fid,Longitude,x_coordinate_address,x_coordinate_zip,property_id,street_name,x_coordinate_city,census_year,Latitude,parking_type,block_id,clue_small_area,parking_spaces,base_property_id,x_coordinate_state,FID,Area of Interest
98310,144.9571004,,,102042,37-39 Cobden Street,,2017,-37.80436029,Private,359,North Melbourne,3,102042,,com_clue_offstreet_car_parking_2017.98310,Off Street Parking
98311,144.942424,,,530540,62 Shiel Street,,2017,-37.79607912,Residential,318,North Melbourne,1,530540,,com_clue_offstreet_car_parking_2017.98311,Off Street Parking
98313,144.9706866,,,108659,320-322 St Kilda Road,,2017,-37.82941476,Residential,748,Southbank,80,108659,,com_clue_offstreet_car_parking_2017.98313,Off Street Parking
98314,144.9445306,,,100213,225-227 Adderley Street,,2017,-37.80854217,Residential,416,West Melbourne (Residential),9,100213,,com_clue_offstreet_car_parking_2017.98314,Off Street Parking
98315,144.9654562,,,106082,33-89 Lygon Street,,2017,-37.80551546,Private,266,Carlton,19,106082,,com_clue_offstreet_car_parking_2017.98315,Off Street Parking
98316,144.947343,,,100089,500 Abbotsford Street,,2017,-37.79442889,Residential,353,North Melbourne,2,100089,,com_clue_offstreet_car_parking_2017.98316,Off Street Parking
98317,144.9693511,,,104487,12 Grattan Street,,2017,-37.80068311,Residential,219,Carlton,2,104487,,com_clue_offstreet_car_parking_2017.98317,Off Street Parking
98319,144.9422008,,,623574,2-14 Waterside Place,,2017,-37.8198287,Residential,1108,Docklands,335,623574,,com_clue_offstreet_car_parking_2017.98319,Off Street Parking
98322,144.9490409,,,103410,55-57 Errol Street,,2017,-37.80372053,Private,345,North Melbourne,2,103410,,com_clue_offstreet_car_parking_2017.98322,Off Street Parking
98323,144.9457082,,,108908,632 Spencer Street,,2017,-37.80624472,Residential,406,West Melbourne (Residential),1,108908,,com_clue_offstreet_car_parking_2017.98323,Off Street Parking
98325,144.9555025,,,106769,58 Morrah Street,,2017,-37.79524302,Residential,913,Parkville,1,106769,,com_clue_offstreet_car_parking_2017.98325,Off Street Parking
98326,144.9849345,,,100422,126-128 Anderson Street,,2017,-37.82970825,Residential,853,South Yarra,1,100422,,com_clue_offstreet_car_parking_2017.98326,Off Street Parking
98327,144.9625195,,,680222,42 Balston Street,,2017,-37.82669128,Residential,736,Southbank,109,559332,,com_clue_offstreet_car_parking_2017.98327,Off Street Parking
98328,144.9864543,,,104332,127 Gipps Street,,2017,-37.81339084,Residential,609,East Melbourne,2,104332,,com_clue_offstreet_car_parking_2017.98328,Off Street Parking
98329,144.9865608,,,107651,166 Powlett Street,,2017,-37.81028816,Residential,612,East Melbourne,1,107651,,com_clue_offstreet_car_parking_2017.98329,Off Street Parking
98330,144.9420564,,,106547,14B Melrose Street,,2017,-37.79515159,Residential,306,North Melbourne,1,106547,,com_clue_offstreet_car_parking_2017.98330,Off Street Parking
98332,144.9595755,,,104084,151-165 Franklin Street,,2017,-37.80904835,Residential,104,Melbourne (CBD),342,104084,,com_clue_offstreet_car_parking_2017.98332,Off Street Parking
98333,144.9735398,,,103058,33 Elgin Street,,2017,-37.79809232,Residential,234,Carlton,1,103058,,com_clue_offstreet_car_parking_2017.98333,Off Street Parking
98334,144.9595925,,,101154,483-501 Bourke Street,,2017,-37.81587957,Private,43,Melbourne (CBD),431,101154,,com_clue_offstreet_car_parking_2017.98334,Off Street Parking
98335,144.9774098,,,110022,8-24 Wellington Crescent,,2017,-37.81715651,Residential,655,East Melbourne,18,110022,,com_clue_offstreet_car_parking_2017.98335,Off Street Parking
98336,144.9882637,,,618669,46 Vale Street South,,2017,-37.81911868,Residential,657,East Melbourne,1,618669,,com_clue_offstreet_car_parking_2017.98336,Off Street Parking
98338,144.9435506,,,579362,84-90 Lorimer Street,,2017,-37.82438863,Residential,773,Docklands,315,665148,,com_clue_offstreet_car_parking_2017.98338,Off Street Parking
98339,144.9396463,,,637422,27 South Wharf Drive,,2017,-37.82309048,Residential,773,Docklands,2,637422,,com_clue_offstreet_car_parking_2017.98339,Off Street Parking
98340,144.9437984,,,106597,114-118 Miller Street,,2017,-37.80526578,Private,403,West Melbourne (Residential),8,106597,,com_clue_offstreet_car_parking_2017.98340,Off Street Parking
98342,144.967574,,,110710,150 Lonsdale Street,,2017,-37.81012652,Commercial,77,Melbourne (CBD),650,110709,,com_clue_offstreet_car_parking_2017.98342,Off Street Parking
98343,144.9829417,,,109651,338-344 Victoria Parade,,2017,-37.80952176,Private,620,East Melbourne,15,109651,,com_clue_offstreet_car_parking_2017.98343,Off Street Parking
98344,144.9511507,,,105649,6 Leveson Street,,2017,-37.80468518,Residential,355,North Melbourne,2,105649,,com_clue_offstreet_car_parking_2017.98344,Off Street Parking
98345,144.9840048,,,102003,208-212 Clarendon Street,,2017,-37.80997273,Private,613,East Melbourne,7,102003,,com_clue_offstreet_car_parking_2017.98345,Off Street Parking
98346,144.9584099,,,101048,213-221 Berkeley Street,,2017,-37.80041082,Private,239,Carlton,21,101048,,com_clue_offstreet_car_parking_2017.98346,Off Street Parking
98348,144.9889413,,,101083,24-26 Berry Street,,2017,-37.8186824,Residential,657,East Melbourne,2,101083,,com_clue_offstreet_car_parking_2017.98348,Off Street Parking
98349,144.9604158,,,110635,42-48 Moray Street,,2017,-37.82754878,Private,734,Southbank,14,110635,,com_clue_offstreet_car_parking_2017.98349,Off Street Parking
98353,144.9654307,,,107085,9-13 Earl Street,,2017,-37.80616709,Private,266,Carlton,2,107085,,com_clue_offstreet_car_parking_2017.98353,Off Street Parking
98354,144.9447968,,,102865,479-481 Dryburgh Street,,2017,-37.79384069,Residential,305,North Melbourne,1,102865,,com_clue_offstreet_car_parking_2017.98354,Off Street Parking
98356,144.9731326,,,505089,52-54 Canning Street,,2017,-37.79819491,Residential,234,Carlton,1,505089,,com_clue_offstreet_car_parking_2017.98356,Off Street Parking
98357,144.9541407,,,535386,15 Walsh Street,,2017,-37.80819038,Residential,436,West Melbourne (Residential),1,535386,,com_clue_offstreet_car_parking_2017.98357,Off Street Parking
98359,144.9420638,,,106546,14A Melrose Street,,2017,-37.79511149,Residential,306,North Melbourne,1,106546,,com_clue_offstreet_car_parking_2017.98359,Off Street Parking
98360,144.9682686,,,108152,37-47 Rathdowne Street,,2017,-37.80612776,Residential,268,Carlton,67,108152,,com_clue_offstreet_car_parking_2017.98360,Off Street Parking
98361,144.9777939,,,100349,394 Albert Street,,2017,-37.80948674,Private,646,East Melbourne,1,100349,,com_clue_offstreet_car_parking_2017.98361,Off Street Parking
98362,144.9710575,,,600019,20-22 Little Barkly Street,,2017,-37.79960915,Residential,220,Carlton,2,600019,,com_clue_offstreet_car_parking_2017.98362,Off Street Parking
98363,144.9620728,,,105984,48-60 Little La Trobe Street,,2017,-37.80934807,Residential,95,Melbourne (CBD),14,105984,,com_clue_offstreet_car_parking_2017.98363,Off Street Parking
98364,144.9519323,,,101926,65 Chetwynd Street,,2017,-37.80451914,Residential,355,North Melbourne,2,101926,,com_clue_offstreet_car_parking_2017.98364,Off Street Parking
98365,144.9413185,,,617307,60-74 Canning Street,,2017,-37.79548895,Residential,2392,North Melbourne,5,617307,,com_clue_offstreet_car_parking_2017.98365,Off Street Parking
98366,144.9376528,,,627705,58 South Wharf Drive,,2017,-37.82227956,Residential,773,Docklands,2,627705,,com_clue_offstreet_car_parking_2017.98366,Off Street Parking
98367,144.9597038,,,101181,468-470 Bourke Street,,2017,-37.81469216,Private,53,Melbourne (CBD),15,101181,,com_clue_offstreet_car_parking_2017.98367,Off Street Parking
98369,144.9547297,,,101089,9-11 Blackwood Street,,2017,-37.80125826,Private,376,North Melbourne,4,101089,,com_clue_offstreet_car_parking_2017.98369,Off Street Parking
98370,144.9450831,,,105792,86 Lothian Street,,2017,-37.8010575,Residential,334,North Melbourne,1,105792,,com_clue_offstreet_car_parking_2017.98370,Off Street Parking
98371,144.9647621,,,110333,12 Riverside Quay,,2017,-37.82072137,Private,801,Southbank,204,110333,,com_clue_offstreet_car_parking_2017.98371,Off Street Parking
98374,144.9677355,,,102660,175 Drummond Street,,2017,-37.80222659,Residential,247,Carlton,1,102660,,com_clue_offstreet_car_parking_2017.98374,Off Street Parking
98376,144.9869114,,,104954,103 Hotham Street,,2017,-37.81464756,Residential,608,East Melbourne,2,104954,,com_clue_offstreet_car_parking_2017.98376,Off Street Parking
98377,144.969166,,,104483,20-26 Grattan Street,,2017,-37.80033715,Residential,219,Carlton,28,104483,,com_clue_offstreet_car_parking_2017.98377,Off Street Parking
98378,144.9650901,,,511140,272 Elgin Street,,2017,-37.79665392,Residential,203,Carlton,2,511140,,com_clue_offstreet_car_parking_2017.98378,Off Street Parking
98379,144.9741881,,,524349,41 Nicholson Street,,2017,-37.80017426,Residential,237,Carlton,1,524349,,com_clue_offstreet_car_parking_2017.98379,Off Street Parking
98382,144.959922,,,101153,473-481 Bourke Street,,2017,-37.81556405,Private,43,Melbourne (CBD),29,101153,,com_clue_offstreet_car_parking_2017.98382,Off Street Parking
98383,144.9509222,,,103476,232 Errol Street,,2017,-37.7976312,Residential,380,North Melbourne,1,103476,,com_clue_offstreet_car_parking_2017.98383,Off Street Parking
98384,144.9525049,,,578365,76 Courtney Street,,2017,-37.8004456,Residential,377,North Melbourne,1,578365,,com_clue_offstreet_car_parking_2017.98384,Off Street Parking
98385,144.9695889,,,103143,146-154 Elgin Street,,2017,-37.79709657,Private,215,Carlton,2,103143,,com_clue_offstreet_car_parking_2017.98385,Off Street Parking
98388,144.9645504,,,606648,392 Swanston Street,,2017,-37.80818365,Private,96,Melbourne (CBD),19,105490,,com_clue_offstreet_car_parking_2017.98388,Off Street Parking
98389,144.9494306,,,570834,1A Purcell Street,,2017,-37.80235011,Residential,346,North Melbourne,2,570834,,com_clue_offstreet_car_parking_2017.98389,Off Street Parking
98394,144.9859347,,,107686,56-60 Powlett Street,,2017,-37.8147122,Residential,608,East Melbourne,1,107686,,com_clue_offstreet_car_parking_2017.98394,Off Street Parking
98396,144.9714347,,,103595,53-55 Exhibition Street,,2017,-37.81471553,Private,27,Melbourne (CBD),3,103595,,com_clue_offstreet_car_parking_2017.98396,Off Street Parking
98397,144.9651189,,,532584,882 Swanston Street,,2017,-37.79571576,Residential,203,Carlton,1,532584,,com_clue_offstreet_car_parking_2017.98397,Off Street Parking
98399,144.9755868,,,106291,1 MacArthur Street,,2017,-37.81264492,Private,652,East Melbourne,80,109542,,com_clue_offstreet_car_parking_2017.98399,Off Street Parking
98400,144.9489889,,,106724,20 Molesworth Street,,2017,-37.7980135,Residential,352,North Melbourne,1,106724,,com_clue_offstreet_car_parking_2017.98400,Off Street Parking
98401,144.9535531,,,642252,639 Lonsdale Street,,2017,-37.8153588,Residential,61,Melbourne (CBD),265,105718,,com_clue_offstreet_car_parking_2017.98401,Off Street Parking
98402,144.9884905,,,108782,78-80 Simpson Street,,2017,-37.81463814,Residential,605,East Melbourne,2,108782,,com_clue_offstreet_car_parking_2017.98402,Off Street Parking
98405,144.9627188,,,101262,166-170 Bouverie Street,,2017,-37.80086586,Private,243,Carlton,12,101262,,com_clue_offstreet_car_parking_2017.98405,Off Street Parking
98409,144.9856579,,,110264, Brunton Avenue,,2017,-37.81951091,Private,658,East Melbourne,80,110264,,com_clue_offstreet_car_parking_2017.98409,Off Street Parking
98410,144.9601886,,,101152,457-471 Bourke Street,,2017,-37.81547268,Private,43,Melbourne (CBD),37,101152,,com_clue_offstreet_car_parking_2017.98410,Off Street Parking
98413,144.9594706,,,108091,310-314 Queen Street,,2017,-37.81135812,Private,84,Melbourne (CBD),7,108091,,com_clue_offstreet_car_parking_2017.98413,Off Street Parking
98414,144.9468681,,,108373,148 Roden Street,,2017,-37.80811497,Residential,419,West Melbourne (Residential),2,108373,,com_clue_offstreet_car_parking_2017.98414,Off Street Parking
98416,144.9452183,,,107109,116 O'Shanassy Street,,2017,-37.79906469,Residential,328,North Melbourne,8,107110,,com_clue_offstreet_car_parking_2017.98416,Off Street Parking
98419,144.9861826,,,109895,313-315 Walsh Street,,2017,-37.83039023,Residential,853,South Yarra,1,109895,,com_clue_offstreet_car_parking_2017.98419,Off Street Parking
98420,144.975839,,,101781,65-75 Cathedral Place,,2017,-37.81108846,Private,651,East Melbourne,11,101781,,com_clue_offstreet_car_parking_2017.98420,Off Street Parking
98421,144.9601607,,,104556,23-25 Guildford Lane,,2017,-37.81132809,Residential,84,Melbourne (CBD),2,104556,,com_clue_offstreet_car_parking_2017.98421,Off Street Parking
98424,144.9676436,,,102642,129-131 Drummond Street,,2017,-37.80352199,Private,252,Carlton,1,102642,,com_clue_offstreet_car_parking_2017.98424,Off Street Parking
98425,144.9412614,,,560001,16-32 Rakaia Way,,2017,-37.81460533,Residential,1109,Docklands,250,560001,,com_clue_offstreet_car_parking_2017.98425,Off Street Parking
98426,144.9548528,,,104154,136-138 Gatehouse Street,,2017,-37.7940522,Residential,922,Parkville,2,104154,,com_clue_offstreet_car_parking_2017.98426,Off Street Parking
98430,144.9868919,,,100274,57 Airlie Street,,2017,-37.83116423,Residential,857,South Yarra,2,100274,,com_clue_offstreet_car_parking_2017.98430,Off Street Parking
98431,144.9610615,,,525993,9 Leicester Place,,2017,-37.80248848,Residential,257,Carlton,1,525993,,com_clue_offstreet_car_parking_2017.98431,Off Street Parking
98433,144.9449051,,,108885,655-657 Spencer Street,,2017,-37.80643136,Residential,414,West Melbourne (Residential),2,108885,,com_clue_offstreet_car_parking_2017.98433,Off Street Parking
98434,144.9473005,,,101829,95 Chapman Street,,2017,-37.79587202,Residential,352,North Melbourne,1,101829,,com_clue_offstreet_car_parking_2017.98434,Off Street Parking
98435,144.9568348,,,102115,522-534 Collins Street,,2017,-37.81767359,Private,32,Melbourne (CBD),350,102115,,com_clue_offstreet_car_parking_2017.98435,Off Street Parking
98439,144.9420781,,,557261,16 Melrose Street,,2017,-37.79502922,Residential,306,North Melbourne,1,557261,,com_clue_offstreet_car_parking_2017.98439,Off Street Parking
98441,144.9611573,,,103303,410-420 Elizabeth Street,,2017,-37.80894909,Residential,105,Melbourne (CBD),124,103303,,com_clue_offstreet_car_parking_2017.98441,Off Street Parking
98443,144.9460519,,,563252,250-254 Abbotsford Street,,2017,-37.80116459,Residential,331,North Melbourne,4,563252,,com_clue_offstreet_car_parking_2017.98443,Off Street Parking
98444,144.9409045,,,624194,28 Mark Street,,2017,-37.79370852,Residential,2389,North Melbourne,1,624194,,com_clue_offstreet_car_parking_2017.98444,Off Street Parking
98447,144.9612468,,,104468,156-292 Grattan Street,,2017,-37.79739836,Private,270,Parkville,810,104468,,com_clue_offstreet_car_parking_2017.98447,Off Street Parking
98449,144.987668,,,104287,80 George Street,,2017,-37.81531509,Residential,608,East Melbourne,2,104287,,com_clue_offstreet_car_parking_2017.98449,Off Street Parking
98450,144.9460239,,,111167,609 Spencer Street,,2017,-37.80698805,Residential,414,West Melbourne (Residential),1,108881,,com_clue_offstreet_car_parking_2017.98450,Off Street Parking
98452,144.9547137,,,101169,636-638 Bourke Street,,2017,-37.81627484,Private,51,Melbourne (CBD),9,101169,,com_clue_offstreet_car_parking_2017.98452,Off Street Parking
98453,144.9432674,,,101304,53 Brougham Street,,2017,-37.79385338,Residential,305,North Melbourne,2,101304,,com_clue_offstreet_car_parking_2017.98453,Off Street Parking
98454,144.9657704,,,109437,4-12 Tattersalls Lane,,2017,-37.81206133,Private,66,Melbourne (CBD),2,109437,,com_clue_offstreet_car_parking_2017.98454,Off Street Parking
98455,144.9473223,,,101830,97 Chapman Street,,2017,-37.79578783,Residential,352,North Melbourne,1,101830,,com_clue_offstreet_car_parking_2017.98455,Off Street Parking
98456,144.9464841,,,103589,2A Erskine Lane,,2017,-37.79455242,Residential,304,North Melbourne,2,103589,,com_clue_offstreet_car_parking_2017.98456,Off Street Parking
98457,144.9550502,,,107288,137 Park Drive,,2017,-37.79457284,Residential,922,Parkville,1,107288,,com_clue_offstreet_car_parking_2017.98457,Off Street Parking
98461,144.9566823,,,107728,13-15 Princess Street,,2017,-37.80517792,Private,360,North Melbourne,2,107728,,com_clue_offstreet_car_parking_2017.98461,Off Street Parking
98463,144.942968,,,102791,103 Dryburgh Street,,2017,-37.80411081,Residential,340,North Melbourne,1,102791,,com_clue_offstreet_car_parking_2017.98463,Off Street Parking
98464,144.9609484,,,650594,1-11 Sutherland Street,,2017,-37.81131629,Private,84,Melbourne (CBD),50,106044,,com_clue_offstreet_car_parking_2017.98464,Off Street Parking
98466,144.9811634,,,105142,2-12 Charles Street,,2017,-37.81834237,Residential,656,East Melbourne,8,105142,,com_clue_offstreet_car_parking_2017.98466,Off Street Parking
98469,144.9723925,,,108993,250-290 Spring Street,,2017,-37.80857232,Private,642,East Melbourne,16,108993,,com_clue_offstreet_car_parking_2017.98469,Off Street Parking
98472,144.9419597,,,106553,2-4 Melrose Street,,2017,-37.79551206,Residential,306,North Melbourne,1,106553,,com_clue_offstreet_car_parking_2017.98472,Off Street Parking
98474,144.9558713,,,103810,5-17 Flemington Road,,2017,-37.80140031,Residential,375,North Melbourne,200,103810,,com_clue_offstreet_car_parking_2017.98474,Off Street Parking
98475,144.9532274,,,105324,357-367 King Street,,2017,-37.81189354,Private,91,West Melbourne (Residential),8,105324,,com_clue_offstreet_car_parking_2017.98475,Off Street Parking
98476,144.9669529,,,106368,27-39 MacKenzie Street,,2017,-37.80781082,Residential,97,Melbourne (CBD),161,106368,,com_clue_offstreet_car_parking_2017.98476,Off Street Parking
98477,144.9566197,,,103779,69-73 Fitzgibbon Street,,2017,-37.79455772,Private,914,Parkville,1,103779,,com_clue_offstreet_car_parking_2017.98477,Off Street Parking
98480,144.9437773,,,108890,685-691 Spencer Street,,2017,-37.80608618,Private,413,West Melbourne (Residential),18,108890,,com_clue_offstreet_car_parking_2017.98480,Off Street Parking
98483,144.9659933,,,110354,57-61 City Road,,2017,-37.8221579,Private,812,Southbank,144,110354,,com_clue_offstreet_car_parking_2017.98483,Off Street Parking
98485,144.9880986,,,109574,120-132 Vale Street,,2017,-37.81764055,Residential,657,East Melbourne,1,109574,,com_clue_offstreet_car_parking_2017.98485,Off Street Parking
98487,144.9489389,,,105356,599-601 King Street,,2017,-37.80603424,Residential,420,West Melbourne (Residential),2,105356,,com_clue_offstreet_car_parking_2017.98487,Off Street Parking
98489,144.9577282,,,108475,101 Royal Parade,,2017,-37.79394039,Residential,911,Parkville,1,108475,,com_clue_offstreet_car_parking_2017.98489,Off Street Parking
98490,144.943644,,,108693,19-21 Shands Lane,,2017,-37.79533986,Residential,306,North Melbourne,2,108693,,com_clue_offstreet_car_parking_2017.98490,Off Street Parking
98491,144.9892988,,,104310,41-43 Gipps Street,,2017,-37.81367981,Residential,604,East Melbourne,4,104310,,com_clue_offstreet_car_parking_2017.98491,Off Street Parking
98492,144.9694087,,,108166,241-249 Rathdowne Street,,2017,-37.80130205,Private,248,Carlton,5,108166,,com_clue_offstreet_car_parking_2017.98492,Off Street Parking
98494,144.9380951,,,101103,5-9 Boundary Road,,2017,-37.79644024,Private,310,North Melbourne,8,101103,,com_clue_offstreet_car_parking_2017.98494,Off Street Parking
98495,144.9501098,,,103456,231 Errol Street,,2017,-37.79867413,Residential,351,North Melbourne,1,103456,,com_clue_offstreet_car_parking_2017.98495,Off Street Parking
98496,144.9727603,,,101414,101-103 Canning Street,,2017,-37.79685021,Residential,224,Carlton,1,101414,,com_clue_offstreet_car_parking_2017.98496,Off Street Parking
98497,144.9556413,,,110348,91-99 Whiteman Street,,2017,-37.8273773,Residential,729,Southbank,75,110348,,com_clue_offstreet_car_parking_2017.98497,Off Street Parking
98498,144.9579514,,,102118,480-490 Collins Street,,2017,-37.8176551,Private,32,Melbourne (CBD),51,102118,,com_clue_offstreet_car_parking_2017.98498,Off Street Parking
98500,144.9545753,,,109217,80 Story Street,,2017,-37.79643564,Residential,918,Parkville,1,109217,,com_clue_offstreet_car_parking_2017.98500,Off Street Parking
98502,144.9488871,,,110790,18 Glass Street,,2017,-37.80184737,Residential,347,North Melbourne,1,110790,,com_clue_offstreet_car_parking_2017.98502,Off Street Parking
98503,144.9473689,,,106561,1 Miller Street,,2017,-37.80616944,Residential,406,West Melbourne (Residential),1,106561,,com_clue_offstreet_car_parking_2017.98503,Off Street Parking
98504,144.9596864,,,108023,258-274 Queensberry Street,,2017,-37.80375296,Private,259,Carlton,75,108023,,com_clue_offstreet_car_parking_2017.98504,Off Street Parking
98508,144.9693797,,,102155,106-120 Collins Street,,2017,-37.81398457,Commercial,37,Melbourne (CBD),327,102155,,com_clue_offstreet_car_parking_2017.98508,Off Street Parking
98510,144.9544971,,,105028,76-86 Howard Street,,2017,-37.80304782,Private,366,North Melbourne,16,105028,,com_clue_offstreet_car_parking_2017.98510,Off Street Parking
98511,144.9484549,,,102351,159-169 Curzon Street,,2017,-37.79911107,Residential,327,North Melbourne,16,102351,,com_clue_offstreet_car_parking_2017.98511,Off Street Parking
98514,144.9466517,,,527025,621 Queensberry Street,,2017,-37.80296439,Residential,343,North Melbourne,1,527025,,com_clue_offstreet_car_parking_2017.98514,Off Street Parking
98515,144.9682072,,,102678,263 Drummond Street,,2017,-37.7997908,Residential,218,Carlton,3,102678,,com_clue_offstreet_car_parking_2017.98515,Off Street Parking
98517,144.9863506,,,109910,276-278 Walsh Street,,2017,-37.8317434,Residential,857,South Yarra,1,109910,,com_clue_offstreet_car_parking_2017.98517,Off Street Parking
98519,144.9455833,,,101758,29 Carroll Street,,2017,-37.79521225,Residential,307,North Melbourne,1,101758,,com_clue_offstreet_car_parking_2017.98519,Off Street Parking
98524,144.950145,,,108127,7-9 Raglan Street,,2017,-37.80446133,Residential,354,North Melbourne,1,108127,,com_clue_offstreet_car_parking_2017.98524,Off Street Parking
98525,144.9639357,,,109373,546-552 Swanston Street,,2017,-37.80387439,Private,255,Carlton,10,109373,,com_clue_offstreet_car_parking_2017.98525,Off Street Parking
98529,144.9674741,,,110446,77-81 Coventry Street,,2017,-37.83012358,Residential,747,Southbank,20,110446,,com_clue_offstreet_car_parking_2017.98529,Off Street Parking
98531,144.9730938,,,101430,161 Canning Street,,2017,-37.7947389,Residential,227,Carlton,2,101430,,com_clue_offstreet_car_parking_2017.98531,Off Street Parking
98532,144.9564362,,,103989,532-536 Flinders Street,,2017,-37.82024746,Residential,11,Melbourne (CBD),47,103989,,com_clue_offstreet_car_parking_2017.98532,Off Street Parking
98534,144.9872943,,,104281,92-94 George Street,,2017,-37.81499986,Residential,608,East Melbourne,2,104281,,com_clue_offstreet_car_parking_2017.98534,Off Street Parking
98535,144.98069,,,105140,62 Jolimont Street,,2017,-37.81824565,Residential,656,East Melbourne,2,105140,,com_clue_offstreet_car_parking_2017.98535,Off Street Parking
98536,144.965398,,,110405,21-55 Kavanagh Street,,2017,-37.82384748,Residential,737,Southbank,91,110405,,com_clue_offstreet_car_parking_2017.98536,Off Street Parking
98539,144.9445486,,,108899,660-676 Spencer Street,,2017,-37.8057923,Private,407,West Melbourne (Residential),9,108899,,com_clue_offstreet_car_parking_2017.98539,Off Street Parking
98541,144.9464831,,,109779,594-596 Victoria Street,,2017,-37.80447507,Residential,344,North Melbourne,1,109779,,com_clue_offstreet_car_parking_2017.98541,Off Street Parking
98543,144.9657451,,,110356,67-69 City Road,,2017,-37.82226995,Private,812,Southbank,1,110356,,com_clue_offstreet_car_parking_2017.98543,Off Street Parking
98544,144.9707073,,,108658,312-318 St Kilda Road,,2017,-37.82912559,Commercial,748,Southbank,240,108658,,com_clue_offstreet_car_parking_2017.98544,Off Street Parking
98547,144.9852997,,,108664,19-21 St Leonards Court,,2017,-37.8299734,Residential,853,South Yarra,3,108664,,com_clue_offstreet_car_parking_2017.98547,Off Street Parking
98550,144.9814204,,,109983,87-89 Wellington Parade South,,2017,-37.81696989,Residential,656,East Melbourne,2,109983,,com_clue_offstreet_car_parking_2017.98550,Off Street Parking
98551,144.9740396,,,100739,35-37 Barkly Street,,2017,-37.79886252,Residential,235,Carlton,1,100739,,com_clue_offstreet_car_parking_2017.98551,Off Street Parking
98552,144.9852835,,,111158,89 Powlett Street,,2017,-37.81359127,Residential,616,East Melbourne,1,111158,,com_clue_offstreet_car_parking_2017.98552,Off Street Parking
98558,144.9495452,,,109003,61-63 Stanley Street,,2017,-37.80835589,Residential,431,West Melbourne (Residential),13,109003,,com_clue_offstreet_car_parking_2017.98558,Off Street Parking
98560,144.9481271,,,104578,37-41 Haines Street,,2017,-37.79904341,Residential,327,North Melbourne,16,104578,,com_clue_offstreet_car_parking_2017.98560,Off Street Parking
98562,144.9462378,,,109018,183-185 Stanley Street,,2017,-37.810271,Residential,429,West Melbourne (Residential),2,109018,,com_clue_offstreet_car_parking_2017.98562,Off Street Parking
98565,144.9581019,,,106035,380-386 Little Lonsdale Street,,2017,-37.81209868,Residential,83,Melbourne (CBD),99,106035,,com_clue_offstreet_car_parking_2017.98565,Off Street Parking
98566,144.9715256,,,103593,45-47 Exhibition Street,,2017,-37.81490894,Private,27,Melbourne (CBD),2,103593,,com_clue_offstreet_car_parking_2017.98566,Off Street Parking
98567,144.9591279,,,110460,33 Hancock Street,,2017,-37.82790955,Private,732,Southbank,4,110460,,com_clue_offstreet_car_parking_2017.98567,Off Street Parking
98568,144.9895116,,,100379,44-60 Albert Street,,2017,-37.81069947,Private,601,East Melbourne,4,100379,,com_clue_offstreet_car_parking_2017.98568,Off Street Parking
98569,144.985292,,,108662,9-13 St Leonards Court,,2017,-37.82957395,Residential,853,South Yarra,2,108662,,com_clue_offstreet_car_parking_2017.98569,Off Street Parking
98573,144.9465708,,,109731,417 Victoria Street,,2017,-37.80514487,Residential,405,West Melbourne (Residential),1,109731,,com_clue_offstreet_car_parking_2017.98573,Off Street Parking
98574,144.9587607,,,101176,494-512 Bourke Street,,2017,-37.81494883,Private,53,Melbourne (CBD),342,101176,,com_clue_offstreet_car_parking_2017.98574,Off Street Parking
98575,144.9608587,,,105524,100-106 Leicester Street,,2017,-37.8037076,Private,257,Carlton,18,105524,,com_clue_offstreet_car_parking_2017.98575,Off Street Parking
98577,144.9665081,,,102585,36 Dorrit Street,,2017,-37.79971751,Residential,206,Carlton,1,102585,,com_clue_offstreet_car_parking_2017.98577,Off Street Parking
98578,144.9815227,,,111441,40 Jolimont Terrace,,2017,-37.81834457,Residential,656,East Melbourne,2,111441,,com_clue_offstreet_car_parking_2017.98578,Off Street Parking
98579,144.9508966,,,100535,40 Arden Street,,2017,-37.80083374,Residential,371,North Melbourne,1,100535,,com_clue_offstreet_car_parking_2017.98579,Off Street Parking
98581,144.9856254,,,593697,162 Albert Street,,2017,-37.81004657,Residential,613,East Melbourne,60,109643,,com_clue_offstreet_car_parking_2017.98581,Off Street Parking
98582,144.9682779,,,102764,142-150 Drummond Street,,2017,-37.80328971,Residential,251,Carlton,8,102764,,com_clue_offstreet_car_parking_2017.98582,Off Street Parking
98584,144.9765098,,,111469,33-61 Cathedral Place,,2017,-37.81131183,Private,651,East Melbourne,567,111469,,com_clue_offstreet_car_parking_2017.98584,Off Street Parking
98585,144.9720687,,,102423,20-22 David Street,,2017,-37.79691363,Residential,224,Carlton,1,102423,,com_clue_offstreet_car_parking_2017.98585,Off Street Parking
98588,144.9485124,,,107856,32 Purcell Street,,2017,-37.8020938,Residential,346,North Melbourne,1,107856,,com_clue_offstreet_car_parking_2017.98588,Off Street Parking
98591,144.9452183,,,100050,1 Plane Tree Way,,2017,-37.79906469,Residential,328,North Melbourne,8,107110,,com_clue_offstreet_car_parking_2017.98591,Off Street Parking
98593,144.945436,,,100040,251 Abbotsford Street,,2017,-37.80137161,Residential,334,North Melbourne,1,100040,,com_clue_offstreet_car_parking_2017.98593,Off Street Parking
98594,144.947968,,,562214,79 Curzon Street,,2017,-37.80231396,Residential,333,North Melbourne,1,562214,,com_clue_offstreet_car_parking_2017.98594,Off Street Parking
