,Lastupdated,Status_Timestamp,Zone_Number,Status_Description,Parkingbay_ID,Latitude,Longitude,Area of Interest
0,2023-07-27T10:44:35+10:00,2023-07-27T06:34:02+10:00,7360,Unoccupied,6283,-37.81377735,144.97,On Street Parking
1,2023-07-27T10:44:35+10:00,2023-07-27T10:41:42+10:00,7356,Unoccupied,6321,-37.81489687,144.97,On Street Parking
2,2023-07-27T10:44:35+10:00,2023-07-27T10:23:51+10:00,7359,Present,6324,-37.81498607,144.97,On Street Parking
3,2023-07-27T10:44:35+10:00,2023-07-27T10:40:07+10:00,7359,Present,6341,-37.81495015,144.97,On Street Parking
4,2023-07-27T10:44:35+10:00,2023-07-27T10:34:09+10:00,7359,Present,6345,-37.81514707,144.97,On Street Parking
5,2023-07-27T10:44:35+10:00,2023-07-27T10:41:14+10:00,7359,Unoccupied,6346,-37.81512809,144.96806221621455,On Street Parking
6,2023-07-27T10:44:35+10:00,2023-07-27T10:16:14+10:00,7361,Present,6334,-37.81518497,144.96731801498848,On Street Parking
7,2023-07-27T10:44:35+10:00,2023-07-27T06:31:26+10:00,7360,Present,6282,-37.81379596,144.97204452226168,On Street Parking
8,2023-07-27T10:44:35+10:00,2023-07-27T06:03:52+10:00,7359,Present,6330,-37.81510367,144.96759554690976,On Street Parking
9,2023-07-27T10:44:35+10:00,2023-07-27T10:33:27+10:00,,Present,6331,-37.81512438,144.96752483183712,On Street Parking
10,2023-07-27T10:44:35+10:00,2023-07-27T02:25:28+10:00,7361,Present,6335,-37.81520478,144.96725036254998,On Street Parking
11,2023-07-27T10:44:35+10:00,2023-07-27T06:54:46+10:00,7579,Unoccupied,6396,-37.81182606,144.97116208822183,On Street Parking
12,2023-07-27T10:44:35+10:00,2023-07-27T06:19:18+10:00,7343,Present,6410,-37.81194238,144.9713170619463,On Street Parking
13,2023-07-27T07:02:36+10:00,2023-07-15T00:40:18+10:00,7567,Unoccupied,5637,-37.81330646,144.9590796940937,On Street Parking
14,2023-08-07T09:06:35+10:00,2023-07-31T13:33:15+10:00,7529,Unoccupied,24544,-37.81364114,144.9691289769056,On Street Parking
15,2023-08-07T09:06:35+10:00,2023-07-31T13:26:19+10:00,7529,Unoccupied,24543,-37.81367851,144.9690010590787,On Street Parking
16,2023-08-07T09:06:35+10:00,2023-08-07T08:56:43+10:00,7536,Unoccupied,24547,-37.81362523,144.9690102149233,On Street Parking
17,2023-08-02T16:16:36+10:00,2023-08-02T10:03:21+10:00,7203,Present,18226,-37.82198424,144.9477843093931,On Street Parking
18,2023-07-20T15:44:36+10:00,2023-07-20T07:24:38+10:00,7358,Unoccupied,7075,-37.81459062,144.96934964923082,On Street Parking
19,2023-07-20T15:44:36+10:00,2023-07-20T15:23:46+10:00,7358,Present,7076,-37.81456889,144.96942427717664,On Street Parking
20,2023-07-20T15:44:36+10:00,2023-07-20T14:46:01+10:00,7358,Unoccupied,7077,-37.81454686,144.9694999303997,On Street Parking
21,2023-07-24T16:44:36+10:00,2023-07-24T16:16:08+10:00,7638,Unoccupied,5852,-37.81320477,144.96828258253169,On Street Parking
22,2023-07-24T16:44:36+10:00,2023-07-24T15:50:20+10:00,7638,Unoccupied,5874,-37.81336122,144.96835416684405,On Street Parking
23,2023-07-24T16:44:36+10:00,2023-07-24T13:45:31+10:00,7674,Present,8149,-37.81421597,144.9687480308728,On Street Parking
24,2023-07-24T16:44:36+10:00,2023-07-24T16:38:36+10:00,7674,Present,8148,-37.81423973,144.96875871007944,On Street Parking
25,2023-07-24T16:44:36+10:00,2023-07-24T16:11:22+10:00,7674,Present,8146,-37.81428853,144.96878064075162,On Street Parking
26,2023-07-24T16:44:36+10:00,2023-07-24T16:18:04+10:00,7674,Present,8139,-37.81450217,144.96887680361226,On Street Parking
27,2023-07-24T16:44:36+10:00,2023-07-24T16:20:01+10:00,7674,Present,8138,-37.81452553,144.96888722038625,On Street Parking
28,2023-07-24T16:44:36+10:00,2023-07-24T16:32:10+10:00,7638,Unoccupied,5866,-37.81360119,144.9684639,On Street Parking
29,2023-08-21T14:44:36+10:00,2023-08-21T14:33:21+10:00,7645,Present,23354,-37.81268824,144.97353028528548,On Street Parking
30,2023-08-21T14:44:36+10:00,2023-08-21T14:41:55+10:00,7276,Unoccupied,23355,-37.81249763,144.97369144100043,On Street Parking
31,2023-08-21T14:44:36+10:00,2023-08-21T11:15:40+10:00,7276,Unoccupied,23357,-37.81260578,144.97374055073328,On Street Parking
32,2023-08-21T14:44:36+10:00,2023-08-21T13:28:34+10:00,7631,Unoccupied,17623,-37.81618811,144.9695346167088,On Street Parking
33,2023-08-21T14:44:36+10:00,2023-08-21T13:07:22+10:00,7631,Present,17627,-37.81654083,144.9696972769852,On Street Parking
34,2023-08-21T14:44:36+10:00,2023-08-21T13:50:50+10:00,7630,Unoccupied,24534,-37.8164346,144.96964834910534,On Street Parking
35,2023-08-21T14:44:36+10:00,2023-08-21T06:45:47+10:00,,Present,17523,-37.81541532,144.9691793379954,On Street Parking
36,2023-08-15T11:44:36+10:00,2023-08-15T11:05:39+10:00,7927,Present,12673,-37.80971659,144.9512896484033,On Street Parking
37,2023-08-15T11:44:36+10:00,2023-08-13T22:14:08+10:00,7053,Present,10282,-37.79499376,144.97209994853773,On Street Parking
38,2023-08-15T11:44:36+10:00,2023-08-15T11:08:35+10:00,7053,Present,10287,-37.79491926,144.97141229186371,On Street Parking
39,2023-08-15T11:44:36+10:00,2023-07-23T17:28:11+10:00,7049,Present,10294,-37.79522904,144.97258333501773,On Street Parking
40,2023-08-23T19:52:36+10:00,2023-08-23T17:43:44+10:00,7638,Unoccupied,5848,-37.8132952,144.9683239299734,On Street Parking
41,2023-08-23T19:52:36+10:00,2023-08-23T12:38:34+10:00,7638,Unoccupied,5870,-37.81348501,144.9684113895476,On Street Parking
42,2023-08-23T19:52:36+10:00,2023-08-23T17:48:40+10:00,7638,Present,5871,-37.81343206,144.96838644867847,On Street Parking
43,2023-08-23T19:52:36+10:00,2023-08-10T09:34:24+10:00,7674,Present,8120,-37.81426488,144.96889419617943,On Street Parking
44,2023-08-23T19:52:36+10:00,2023-08-23T18:26:47+10:00,7674,Present,8136,-37.81457339,144.9689087192393,On Street Parking
45,2023-08-23T19:52:36+10:00,2023-08-23T15:58:00+10:00,7399,Unoccupied,22932,-37.81370951,144.9714016807551,On Street Parking
46,2023-08-23T19:52:36+10:00,2023-08-23T19:10:55+10:00,7399,Unoccupied,22934,-37.81361391,144.9713575687406,On Street Parking
47,2023-08-23T19:52:36+10:00,2023-08-23T18:17:59+10:00,7628,Present,8135,-37.81401087,144.96877776293968,On Street Parking
48,2023-08-23T19:52:36+10:00,2023-08-23T18:06:31+10:00,7674,Present,8133,-37.81411247,144.96882433591503,On Street Parking
49,2023-08-23T19:52:36+10:00,2023-08-23T18:21:55+10:00,7400,Present,22881,-37.81365979,144.9712104418848,On Street Parking
50,2023-08-23T19:52:36+10:00,2023-08-23T19:03:49+10:00,7402,Present,22894,-37.81444883,144.97174636306153,On Street Parking
51,2023-08-23T19:52:36+10:00,2023-08-23T18:34:13+10:00,7674,Present,8127,-37.81425734,144.9686424943515,On Street Parking
52,2023-08-23T19:52:36+10:00,2023-08-23T17:33:28+10:00,7400,Unoccupied,22930,-37.81355836,144.97116325664155,On Street Parking
53,2023-08-23T19:52:36+10:00,2023-08-23T18:31:56+10:00,7334,Present,6418,-37.81217411,144.9699768645677,On Street Parking
54,2023-08-23T19:52:36+10:00,2023-08-23T17:56:45+10:00,7320,Present,6415,-37.81225936,144.96968722093112,On Street Parking
55,2023-08-23T19:52:36+10:00,2023-08-23T18:28:29+10:00,7320,Present,6427,-37.81237892,144.9698324373617,On Street Parking
56,2023-08-23T19:52:36+10:00,2023-08-23T19:12:12+10:00,7401,Present,22936,-37.81462864,144.97165950326007,On Street Parking
57,2023-09-04T10:44:35+10:00,2023-09-04T07:40:21+10:00,,Present,6598,-37.81246043,144.96806467190356,On Street Parking
58,2023-09-04T10:44:35+10:00,2023-07-04T14:57:25+10:00,,Present,23735,-37.81169321,144.96815437037282,On Street Parking
59,2023-09-04T10:44:35+10:00,2023-09-04T02:45:06+10:00,7634,Unoccupied,5499,-37.81142549,144.96746628848203,On Street Parking
60,2023-09-04T10:44:35+10:00,2023-09-04T10:10:05+10:00,7633,Unoccupied,5503,-37.81129717,144.96753326537944,On Street Parking
61,2023-09-04T10:44:35+10:00,2023-09-04T02:33:48+10:00,7634,Unoccupied,5497,-37.81125751,144.96738963174488,On Street Parking
62,2023-09-04T10:44:35+10:00,2023-09-04T03:38:05+10:00,7634,Unoccupied,5494,-37.81118719,144.9673575748426,On Street Parking
63,2023-09-04T10:44:35+10:00,2023-09-04T03:14:07+10:00,7634,Unoccupied,5492,-37.81130687,144.96741221654668,On Street Parking
64,2023-09-04T10:44:35+10:00,2023-09-04T04:07:08+10:00,7634,Unoccupied,5502,-37.81161964,144.96755496911868,On Street Parking
65,2023-09-04T10:44:35+10:00,2023-09-04T02:00:12+10:00,7634,Unoccupied,5488,-37.81140176,144.96745547385362,On Street Parking
66,2023-09-04T10:44:35+10:00,2023-09-04T03:34:18+10:00,7634,Unoccupied,5493,-37.81123421,144.96737901057347,On Street Parking
67,2023-09-04T10:44:35+10:00,2023-09-04T05:57:19+10:00,7625,Present,6592,-37.81231931,144.96775142204228,On Street Parking
68,2023-09-04T10:44:35+10:00,2023-09-01T14:41:47+10:00,7633,Present,5506,-37.81154817,144.96739859838348,On Street Parking
69,2023-09-04T10:44:35+10:00,2023-09-04T08:54:49+10:00,7625,Present,6593,-37.81226843,144.96772844600028,On Street Parking
70,2023-09-04T10:44:35+10:00,2023-07-04T14:56:55+10:00,,Present,23733,-37.81172701,144.96803930516597,On Street Parking
71,2023-09-05T10:02:35+10:00,2023-09-05T09:06:50+10:00,,Present,6648,-37.81447461,144.97460422172057,On Street Parking
72,2023-09-05T10:02:35+10:00,2023-09-05T08:46:26+10:00,7648,Present,6652,-37.81469214,144.97470510774372,On Street Parking
73,2023-09-05T10:02:35+10:00,2023-09-05T01:50:31+10:00,7648,Unoccupied,6655,-37.81484675,144.97477537635376,On Street Parking
74,2023-09-05T10:02:35+10:00,2023-09-05T09:57:47+10:00,,Present,6657,-37.81494617,144.97482067810614,On Street Parking
75,2023-09-05T10:02:35+10:00,2023-09-05T09:53:13+10:00,7659,Present,6660,-37.81393431,144.9741384033004,On Street Parking
76,2023-09-05T10:02:35+10:00,2023-09-05T09:48:04+10:00,7509,Unoccupied,7411,-37.80783379,144.97008436497526,On Street Parking
77,2023-09-05T10:02:35+10:00,2023-07-05T10:36:04+10:00,7497,Present,20761,-37.80865748,144.96726519004363,On Street Parking
78,2023-09-05T10:02:35+10:00,2023-09-05T07:01:04+10:00,7659,Present,6666,-37.81422669,144.9742733947857,On Street Parking
79,2023-09-05T10:02:35+10:00,2023-07-04T15:08:26+10:00,7496,Present,20759,-37.80862049,144.96739313361243,On Street Parking
80,2023-09-08T09:44:36+10:00,2023-09-08T09:38:19+10:00,7649,Unoccupied,5369,-37.80888641,144.97177809276388,On Street Parking
81,2023-09-08T09:44:36+10:00,2023-09-08T05:50:07+10:00,7274,Present,5382,-37.80889656,144.97190792833277,On Street Parking
82,2023-09-08T09:44:36+10:00,2023-09-08T06:51:58+10:00,7274,Present,5386,-37.808802,144.97186447735396,On Street Parking
83,2023-09-08T09:44:36+10:00,2023-09-08T09:39:59+10:00,7274,Unoccupied,5389,-37.80870735,144.9718209857686,On Street Parking
84,2023-09-08T09:44:36+10:00,2023-09-08T09:37:36+10:00,7274,Present,5393,-37.80858937,144.97176686270228,On Street Parking
85,2023-09-08T09:44:36+10:00,2023-09-08T09:14:15+10:00,7274,Present,5394,-37.8085662,144.97175624089823,On Street Parking
86,2023-09-08T09:44:36+10:00,2023-09-08T06:34:22+10:00,7274,Present,5395,-37.80854402,144.97174607257597,On Street Parking
87,2023-09-08T09:44:36+10:00,2023-09-08T09:18:34+10:00,7541,Unoccupied,5999,-37.80893734,144.9699648770236,On Street Parking
88,2023-09-08T09:44:36+10:00,2023-09-08T09:06:49+10:00,7541,Unoccupied,6000,-37.80895653,144.96989912321771,On Street Parking
89,2023-09-08T09:44:36+10:00,2023-09-08T06:09:11+10:00,7548,Unoccupied,6003,-37.80891416,144.9698656342042,On Street Parking
90,2023-09-08T09:44:36+10:00,2023-09-08T06:01:06+10:00,7548,Unoccupied,6005,-37.80895128,144.9697376138036,On Street Parking
91,2023-09-08T09:44:36+10:00,2023-09-08T06:55:17+10:00,7548,Unoccupied,6006,-37.80896984,144.9696736151133,On Street Parking
92,2023-09-08T09:44:36+10:00,2023-09-08T09:31:35+10:00,7541,Present,6009,-37.8088383,144.97030630136362,On Street Parking
93,2023-09-08T09:44:36+10:00,2023-09-07T22:33:03+10:00,7541,Unoccupied,6012,-37.80874838,144.97061627475716,On Street Parking
94,2023-09-08T09:44:36+10:00,2023-09-08T09:41:43+10:00,7548,Present,6016,-37.80868729,144.97064702955998,On Street Parking
95,2023-09-08T09:44:36+10:00,2023-09-08T08:37:20+10:00,7639,Unoccupied,6155,-37.81021948,144.96704246127712,On Street Parking
96,2023-09-08T09:44:36+10:00,2023-09-01T05:57:59+10:00,7639,Unoccupied,6166,-37.81021089,144.9669129755109,On Street Parking
97,2023-09-08T09:44:36+10:00,2023-09-08T09:36:53+10:00,7639,Unoccupied,6171,-37.81032612,144.96696633465655,On Street Parking
98,2023-09-08T09:44:36+10:00,2023-09-08T04:29:50+10:00,7639,Present,6173,-37.81037178,144.96698748278652,On Street Parking
99,2023-09-08T09:44:36+10:00,2023-09-08T06:59:30+10:00,7548,Present,16182,-37.80845982,144.9714320640138,On Street Parking
100,2023-09-08T09:44:36+10:00,2023-09-08T07:10:45+10:00,,Present,6161,-37.81052711,144.9671822187945,On Street Parking
101,2023-09-08T09:44:36+10:00,2023-09-08T07:45:12+10:00,7274,Present,5355,-37.8081624,144.97157039444292,On Street Parking
102,2023-09-08T09:44:36+10:00,2023-09-08T07:51:56+10:00,7635,Present,6606,-37.80938135,144.9666576647296,On Street Parking
103,2023-09-08T09:44:36+10:00,2023-09-08T09:20:55+10:00,7275,Present,5346,-37.808181,144.97170218623882,On Street Parking
104,2023-09-08T09:44:36+10:00,2023-09-08T07:11:06+10:00,7277,Present,5361,-37.8083495,144.97152922756635,On Street Parking
105,2023-08-15T11:44:36+10:00,2023-07-29T02:13:05+10:00,7927,Present,12693,-37.80963729,144.95149766016038,On Street Parking
106,2023-08-15T11:44:36+10:00,2023-08-15T06:02:57+10:00,7053,Unoccupied,10286,-37.79493418,144.97155131195117,On Street Parking
107,2023-08-07T09:06:35+10:00,2023-08-07T08:57:29+10:00,7536,Unoccupied,24546,-37.81364398,144.9689462695072,On Street Parking
108,2023-08-07T09:06:35+10:00,2023-07-31T12:44:35+10:00,7529,Unoccupied,24542,-37.81369646,144.9689400643884,On Street Parking
109,2023-08-10T09:22:36+10:00,2023-08-10T06:28:55+10:00,7343,Present,6407,-37.81188909,144.97149926339512,On Street Parking
110,2023-08-15T11:44:36+10:00,2023-08-15T11:39:45+10:00,,Present,12674,-37.80978302,144.9511137061548,On Street Parking
111,2023-08-15T11:44:36+10:00,2023-08-10T16:35:26+10:00,7927,Unoccupied,12672,-37.80966251,144.95143157143795,On Street Parking
112,2023-08-21T14:44:36+10:00,2023-08-21T09:38:11+10:00,,Unoccupied,6634,-37.81307468,144.9737023329154,On Street Parking
113,2023-08-21T14:44:36+10:00,2023-08-21T14:16:47+10:00,,Present,6658,-37.81382463,144.9740828183183,On Street Parking
114,2023-08-21T14:44:36+10:00,2023-08-21T14:37:56+10:00,7645,Present,23352,-37.81278606,144.97357479977728,On Street Parking
115,2023-08-21T14:44:36+10:00,2023-08-21T14:39:19+10:00,7631,Unoccupied,17624,-37.8162416,144.96955925812148,On Street Parking
116,2023-08-21T14:44:36+10:00,2023-08-21T13:27:41+10:00,7631,Unoccupied,17622,-37.8161331,144.9695092772621,On Street Parking
117,2023-08-21T14:44:36+10:00,2023-08-21T10:01:50+10:00,,Present,6635,-37.81312275,144.97372448375555,On Street Parking
118,2023-08-21T14:44:36+10:00,2023-08-21T09:10:44+10:00,,Unoccupied,24693,-37.8120648,144.96688691731947,On Street Parking
119,2023-08-23T19:52:36+10:00,2023-08-23T19:21:29+10:00,7638,Unoccupied,5850,-37.81325033,144.9683033907497,On Street Parking
120,2023-08-23T19:52:36+10:00,2023-08-23T19:20:33+10:00,7674,Present,8150,-37.81421597,144.9687480308728,On Street Parking
121,2023-08-23T19:52:36+10:00,2023-08-23T18:25:39+10:00,7674,Present,8144,-37.81436064,144.96881309882076,On Street Parking
122,2023-08-23T19:52:36+10:00,2023-08-23T07:17:28+10:00,7674,Present,8142,-37.81440745,144.9688341372144,On Street Parking
123,2023-08-23T19:52:36+10:00,2023-08-23T18:55:25+10:00,7402,Present,22898,-37.81457508,144.9718048322021,On Street Parking
124,2023-08-23T19:52:36+10:00,2023-08-23T18:51:16+10:00,7402,Present,22899,-37.81463216,144.97183139102785,On Street Parking
125,2023-08-23T19:52:36+10:00,2023-08-23T19:46:23+10:00,7674,Present,8132,-37.81416328,144.96884762301715,On Street Parking
126,2023-08-23T19:52:36+10:00,2023-08-17T23:10:07+10:00,,Unoccupied,8129,-37.81415684,144.96859582591492,On Street Parking
127,2023-08-23T19:52:36+10:00,2023-08-23T18:48:25+10:00,7411,Present,22876,-37.81248502,144.97083654772769,On Street Parking
128,2023-08-23T19:52:36+10:00,2023-08-23T18:48:13+10:00,7411,Unoccupied,22928,-37.81254003,144.97086191240862,On Street Parking
129,2023-08-23T19:52:36+10:00,2023-08-23T08:07:39+10:00,7399,Present,22933,-37.81366171,144.97137962133522,On Street Parking
130,2023-08-23T19:52:36+10:00,2023-08-23T17:39:06+10:00,7400,Unoccupied,22931,-37.81360907,144.97118684925354,On Street Parking
131,2023-08-23T19:52:36+10:00,2023-08-23T19:09:16+10:00,7334,Unoccupied,24785,-37.81215373,144.97004603058315,On Street Parking
132,2023-08-23T19:52:36+10:00,2023-08-23T15:09:46+10:00,,Present,6423,-37.81230376,144.97008788741155,On Street Parking
133,2023-08-23T19:52:36+10:00,2023-08-23T19:44:30+10:00,7320,Present,6426,-37.81236013,144.9698963264026,On Street Parking
134,2023-08-23T19:52:36+10:00,2023-08-23T17:14:36+10:00,7320,Present,6429,-37.81241652,144.96970466033275,On Street Parking
135,2023-08-23T19:52:36+10:00,2023-08-23T19:45:44+10:00,7334,Present,6421,-37.81226616,144.97021577743828,On Street Parking
136,2023-08-23T19:52:36+10:00,2023-08-18T16:57:34+10:00,7628,Present,8124,-37.81446444,144.96873866896908,On Street Parking
137,2023-08-23T19:52:36+10:00,2023-08-10T09:21:22+10:00,7674,Present,8130,-37.81421408,144.96887091645692,On Street Parking
138,2023-08-30T14:44:36+10:00,2023-08-30T14:22:43+10:00,7568,Present,20764,-37.81029125,144.96872376780422,On Street Parking
139,2023-07-27T10:44:35+10:00,2023-07-27T06:34:11+10:00,7360,Present,6284,-37.81375872,144.97217176474348,On Street Parking
140,2023-07-27T10:44:35+10:00,2023-07-27T10:26:46+10:00,7359,Present,6326,-37.81502634,144.96785979285966,On Street Parking
141,2023-07-27T10:44:35+10:00,2023-07-27T07:45:47+10:00,,Unoccupied,6337,-37.8153041,144.96691132177278,On Street Parking
142,2023-07-27T10:44:35+10:00,2023-07-26T20:55:34+10:00,,Unoccupied,6279,-37.81399487,144.97192146438488,On Street Parking
143,2023-07-27T10:44:35+10:00,2023-07-27T06:42:22+10:00,7360,Present,6285,-37.81374004,144.97223590238258,On Street Parking
144,2023-07-27T10:44:35+10:00,2023-07-27T02:49:10+10:00,7360,Present,6286,-37.81372066,144.97230264066172,On Street Parking
145,2023-07-27T10:44:35+10:00,2023-07-27T10:02:40+10:00,7356,Present,6317,-37.81482208,144.9685583800287,On Street Parking
146,2023-07-27T10:44:35+10:00,2023-07-27T10:41:18+10:00,7356,Present,6319,-37.81485947,144.9684305,On Street Parking
147,2023-07-27T10:44:35+10:00,2023-07-27T10:36:46+10:00,7359,Present,6325,-37.81500608,144.9679290580633,On Street Parking
148,2023-07-27T10:44:35+10:00,2023-07-27T04:51:56+10:00,7359,Present,6327,-37.81504675,144.96778999620858,On Street Parking
149,2023-07-27T10:44:35+10:00,2023-07-27T10:29:01+10:00,7359,Present,6328,-37.81506638,144.9677229,On Street Parking
150,2023-07-27T10:44:35+10:00,2023-07-27T10:30:09+10:00,,Present,6332,-37.81514498,144.96745451643773,On Street Parking
151,2023-07-27T10:44:35+10:00,2023-07-27T00:23:27+10:00,,Present,6340,-37.81493167,144.9687332407219,On Street Parking
152,2023-07-27T10:44:35+10:00,2023-07-27T09:38:18+10:00,7359,Present,6342,-37.81496889,144.96860565816482,On Street Parking
153,2023-07-27T10:44:35+10:00,2023-07-27T10:35:43+10:00,7359,Unoccupied,6347,-37.81510927,144.96812668190927,On Street Parking
154,2023-07-27T10:44:35+10:00,2023-07-26T14:31:52+10:00,,Present,6405,-37.81165413,144.9723028548701,On Street Parking
155,2023-07-27T10:44:35+10:00,2023-07-27T06:23:22+10:00,7360,Present,6281,-37.81381489,144.97198004552783,On Street Parking
156,2023-07-27T10:44:35+10:00,2023-07-25T15:36:54+10:00,,Present,6275,-37.8139141,144.97219563227085,On Street Parking
157,2023-07-27T10:44:35+10:00,2023-07-27T06:34:37+10:00,7579,Present,6402,-37.81166977,144.97169211502285,On Street Parking
158,2023-07-27T10:44:35+10:00,2023-07-27T06:13:08+10:00,7343,Present,6397,-37.81180828,144.9712227762285,On Street Parking
159,2023-07-27T10:44:35+10:00,2023-07-27T07:00:41+10:00,7343,Unoccupied,6408,-37.81190623,144.9714406661374,On Street Parking
160,2023-07-27T10:44:35+10:00,2023-07-27T06:00:59+10:00,7343,Present,6409,-37.811924,144.97137992984142,On Street Parking
161,2023-07-27T07:02:36+10:00,2023-07-15T03:33:26+10:00,7639,Present,6163,-37.81014112,144.96688066580947,On Street Parking
162,2023-07-24T16:44:36+10:00,2023-07-24T16:25:09+10:00,7638,Present,5851,-37.81322789,144.96829312030158,On Street Parking
163,2023-07-24T16:44:36+10:00,2023-07-24T16:36:47+10:00,7638,Unoccupied,5865,-37.81362356,144.96847414382043,On Street Parking
164,2023-07-24T16:44:36+10:00,2023-07-24T15:49:53+10:00,7638,Unoccupied,5868,-37.81353112,144.96843244981244,On Street Parking
165,2023-07-24T16:44:36+10:00,2023-07-24T16:30:24+10:00,7674,Unoccupied,8147,-37.8142635,144.96876939303223,On Street Parking
166,2023-07-24T16:44:36+10:00,2023-07-24T16:24:39+10:00,7674,Present,8141,-37.81443007,144.9688443057432,On Street Parking
167,2023-07-24T16:44:36+10:00,2023-07-24T15:51:25+10:00,7674,Present,8137,-37.81454963,144.96889803832212,On Street Parking
168,2023-07-24T16:44:36+10:00,2023-07-24T07:01:35+10:00,7320,Unoccupied,6416,-37.81221483,144.96983621434282,On Street Parking
171,2023-08-30T14:44:36+10:00,2023-08-30T14:00:42+10:00,7568,Present,5764,-37.81031,144.96865982727803,On Street Parking
172,2023-08-21T14:44:36+10:00,2023-08-21T13:19:57+10:00,,Unoccupied,6633,-37.81302724,144.9736804716792,On Street Parking
173,2023-08-21T14:44:36+10:00,2023-08-21T05:27:28+10:00,7276,Unoccupied,23356,-37.81255055,144.97371553755048,On Street Parking
174,2023-08-21T14:44:36+10:00,2023-08-21T11:51:09+10:00,7276,Unoccupied,23358,-37.81265866,144.97376409324755,On Street Parking
175,2023-08-21T14:44:36+10:00,2023-08-21T14:10:50+10:00,7631,Present,17626,-37.81648964,144.96967353708854,On Street Parking
176,2023-08-21T14:44:36+10:00,2023-08-21T12:27:37+10:00,7631,Unoccupied,17621,-37.81607789,144.96948384348542,On Street Parking
177,2023-08-21T14:44:36+10:00,2023-08-21T14:41:39+10:00,7645,Unoccupied,23353,-37.81273759,144.9735524921705,On Street Parking
178,2023-08-21T14:44:36+10:00,2023-08-21T14:38:52+10:00,7636,Present,17616,-37.81509782,144.96903352940598,On Street Parking
179,2023-08-21T14:44:36+10:00,2023-08-21T14:33:16+10:00,7636,Present,17617,-37.81514511,144.96905555985558,On Street Parking
180,2023-08-21T14:44:36+10:00,2023-08-21T14:14:14+10:00,7636,Present,17618,-37.81519586,144.96907916470437,On Street Parking
181,2023-08-21T14:44:36+10:00,2023-05-31T18:59:47+10:00,7636,Present,17619,-37.81524319,144.96910117534844,On Street Parking
182,2023-08-23T19:52:36+10:00,2023-08-23T15:53:07+10:00,7638,Unoccupied,5847,-37.81331767,144.96833410288292,On Street Parking
183,2023-08-23T19:52:36+10:00,2023-08-23T15:16:51+10:00,7638,Unoccupied,5849,-37.81327277,144.96831366008084,On Street Parking
184,2023-08-23T19:52:36+10:00,2023-08-23T17:22:55+10:00,7638,Unoccupied,5864,-37.81364554,144.96848423441904,On Street Parking
185,2023-08-23T19:52:36+10:00,2023-08-23T18:54:04+10:00,7638,Unoccupied,5867,-37.81355383,144.96844271755066,On Street Parking
186,2023-08-23T19:52:36+10:00,2023-08-23T19:28:09+10:00,7638,Present,5872,-37.81340749,144.96837524577256,On Street Parking
187,2023-08-23T19:52:36+10:00,2023-08-23T16:52:06+10:00,7638,Present,5873,-37.81338463,144.96836478187475,On Street Parking
188,2023-08-23T19:52:36+10:00,2023-08-23T19:37:32+10:00,7674,Present,8145,-37.81433785,144.9688029,On Street Parking
189,2023-08-23T19:52:36+10:00,2023-08-23T18:10:21+10:00,7674,Present,8143,-37.81438396,144.9688235832121,On Street Parking
190,2023-08-23T19:52:36+10:00,2023-08-23T17:18:54+10:00,7674,Present,8140,-37.81445233,144.96885430893008,On Street Parking
191,2023-08-23T19:52:36+10:00,2023-08-23T19:08:57+10:00,7411,Unoccupied,22875,-37.81242579,144.97080914791258,On Street Parking
192,2023-08-23T19:52:36+10:00,2023-08-23T07:15:59+10:00,7400,Unoccupied,22883,-37.81325167,144.9711904975565,On Street Parking
193,2023-08-23T19:52:36+10:00,2023-08-17T23:22:06+10:00,,Present,8131,-37.81410781,144.968573,On Street Parking
194,2023-08-23T19:52:36+10:00,2023-08-23T18:51:00+10:00,7674,Present,8126,-37.81430891,144.96866643920868,On Street Parking
195,2023-08-23T19:52:36+10:00,2023-08-17T23:06:51+10:00,,Unoccupied,8128,-37.81420578,144.96861855008223,On Street Parking
196,2023-08-23T19:52:36+10:00,2023-08-23T17:54:51+10:00,7674,Present,8151,-37.81419221,144.96873735485678,On Street Parking
197,2023-08-23T19:52:36+10:00,2023-08-23T12:35:45+10:00,7400,Present,22884,-37.81330666,144.97121586356644,On Street Parking
198,2023-08-23T19:52:36+10:00,2023-08-23T19:25:33+10:00,7674,Present,8134,-37.81406167,144.96880104997948,On Street Parking
199,2023-08-23T19:52:36+10:00,2023-08-23T18:41:21+10:00,7674,Present,8123,-37.81436047,144.96869038794887,On Street Parking
200,2023-08-23T19:52:36+10:00,2023-08-23T19:34:10+10:00,7402,Present,22896,-37.81450329,144.97177166122975,On Street Parking
201,2023-08-23T19:52:36+10:00,2023-08-23T18:03:11+10:00,7320,Present,24787,-37.81221586,144.96983496181392,On Street Parking
202,2023-08-23T19:52:36+10:00,2023-08-23T19:46:01+10:00,7320,Unoccupied,6417,-37.81219479,144.96990656709656,On Street Parking
203,2023-08-23T19:52:36+10:00,2023-08-23T19:23:23+10:00,7334,Present,24784,-37.81213415,144.97011258637718,On Street Parking
204,2023-08-23T19:52:36+10:00,2023-08-23T19:33:31+10:00,7334,Present,6422,-37.81228497,144.97015188822263,On Street Parking
205,2023-08-23T19:52:36+10:00,2023-08-22T12:47:39+10:00,,Present,6424,-37.81232257,144.97002413130525,On Street Parking
